id,city,country,latitude,longitude
0,PD,Italy,45.41519,11.88181
1,MI,Italy,45.46427,9.18951
2,PA,Italy,38.11582,13.35976
3,TS,Italy,45.64861,13.78
4,FI,Italy,43.76667,11.25
5,BO,Italy,44.49381,11.33875
6,TO,Italy,45.07049,7.68682
7,GE,Italy,44.40632,8.93386
13,NA,Italy,40.83333,14.25
10,USA,,0.0,0.0
12,RM,Italy,41.89474,12.4839
14,CT,Italy,37.50213,15.08719
15,PI,Italy,43.71553,10.39659
16,Ten,,0.0,0.0
18,CA,Italy,39.20738,9.13462
20,AQ,Italy,42.35055,13.39954
21,FRA,Italy,41.81632,12.66868
22,BA,Italy,41.11773,16.85118
