source_id,target_id,throughput
ALBA,BOST,33201859.7044444
ALBA,CLEV,6757084053.60889
ALBA,HART2,951361182.677779
ALBA,HOLY,141067167.952222
ASHB,ATLA,4396851666.05556
ASHB,CLEV,67355071269.4433
ASHB,NEWY32AOA,35631065419.5767
ASHB,PHIL,9174119703.42112
ASHB,PITT,2147546678.52556
ASHB,RALE,10390182726.9755
ASHB,WASH,21920770962.97109
ATLA,ASHB,21962529592.4822
ATLA,CHAR,1312022960.03
ATLA,JACK,6011041531.70444
ATLA,NASH,22140400580.88997
BOIS,SALT,1864922020.82778
BOIS,SEAT,120124880.244445
BOST,ALBA,143826352.39
BOST,BOST2,1829739327.55
BOST2,BOST,1650120436.79222
BOST2,HART2,4564310606.77778
BOST2,HOLY,57061.3033333333
CHAR,ATLA,1342062196.68333
CHAR,RALE,13145959956.4533
CHIC,CINC,9532885222.21667
CHIC,EQCH,62515282090.07561
CHIC,INDI,3338176435.10667
CHIC,KANS,96579348188.7533
CHIC,STAR,5109281284.73111
CINC,CHIC,11020143419.3122
CINC,CLEV,3872750414.82
CINC,INDI,2892753133.03
CINC,LOUI,219638.578888889
CINC,NASH,12038312454.6456
CLEV,ALBA,5300634938.49888
CLEV,ASHB,55172930185.7767
CLEV,CINC,11432402758.7467
CLEV,EQCH,74719640848.1644
CLEV,NEWY32AOA,57053.6866666667
CLEV,PITT,2325590465.49667
CLEV,TOLE2,1160196140.94667
DALL,DALL3,10115177749.378887
DALL,HOUS,12513380491.04778
DALL,KANS,18065961969.0322
DALL,TULS,2386362075.37667
DALL3,DALL,14997589644.501104
DENV,ELPA,748252964.0033339
DENV,KANS,67794450140.799904
DENV,SALT,79457065744.01001
ELPA,DENV,683682726.812222
ELPA,HOUS,5821455856.073339
ELPA,LOSA,11288608784.65
ELPA,TUCS,1108473661.52778
EQCH,CHIC,81766547681.4433
EQCH,CLEV,63551489203.21561
EQCH,MINN,1261003189.1033356
EQCH,STAR,21568541666.15334
EQCH,TOLE2,1427564491.35778
FARG,MINN,180630202.78
FARG,SEAT,4456401684.35778
HART2,ALBA,1228791133.23556
HART2,BOST2,3455516892.68445
HART2,NEWY32AOA,12662149126.3033
HOLY,ALBA,641156991.527778
HOLY,BOST2,56957.9711111111
HOUH,HOUS,13369071075.0589
HOUH,PENS,2135997475.03222
HOUS,DALL,10760625517.634441
HOUS,ELPA,11651860787.34777
HOUS,HOUH,10178258746.1556
HOUS,JCSN,552590201.017778
HOUS,NASH,2939508633.54
INDI,CHIC,896943857.398888
INDI,CINC,689279402.13
JACK,ATLA,26426756003.6322
JACK,PENS,8260809498.3189
JCSN,HOUS,61546060.4177778
JCSN,NASH,466820.341111111
KANS,CHIC,82129905973.9444
KANS,DALL,16276235558.4933
KANS,DENV,84241435126.0733
KANS,MINN,38390135.4933333
KANS,TULS,8274722972.71222
LASV,LOSA,287538349.367778
LASV,SALT,104817894.063333
LOSA,ELPA,4559612705.10889
LOSA,LASV,2381043135.57222
LOSA,LOSA2,33553083815.92108
LOSA,PHOE,3261421700.86444
LOSA,SALT,37848877022.68
LOSA,SUNN,12253585868.90666
LOSA2,LOSA,8832036291.65443
LOUI,CINC,463744.871111111
LOUI,NASH,301688364.654444
MINN,EQCH,2369154065.035551
MINN,FARG,4456721757.96111
MINN,KANS,58678826.4722222
MINN,MISS,89981676.3977778
MISS,MINN,11831365.4266667
MISS,SEAT,569388357.89889
NASH,ATLA,3482050830.14223
NASH,CINC,6158714371.04889
NASH,HOUS,5961529938.75555
NASH,JCSN,169792.244444444
NASH,LOUI,51996424.2955556
NEWY32AOA,ASHB,44075094381.0333
NEWY32AOA,CLEV,56431.9433333333
NEWY32AOA,HART2,4231209497.89667
NEWY32AOA,PHIL,2739896736.48444
PENS,HOUH,8272490739.16556
PENS,JACK,1675044232.88667
PHIL,ASHB,18548655617.97
PHIL,NEWY32AOA,736381817.673333
PHOE,LOSA,1212475044.80111
PHOE,TUCS,517340137.102223
PITT,ASHB,7948152827.72666
PITT,CLEV,1641151641.98778
PORT,SACR,401817333.034444
PORT,SEAT,682055171.661111
RALE,ASHB,18407502908.5367
RALE,CHAR,2772148785.84556
SACR,PORT,54767582.0555556
SACR,SALT,7190614721.00333
SACR,SEAT,4932944338.55111
SACR,SUNN,18375631937.68779
SALT,BOIS,2408813662.19111
SALT,DENV,53186972418.0022
SALT,LASV,1908459917.55778
SALT,LOSA,48652758759.7411
SALT,SACR,9084249872.71222
SALT,SEAT,28822969945.3078
SANJ,SUNN,6547640154.442221
SEAT,BOIS,70595.7133333333
SEAT,FARG,183890977.711111
SEAT,MISS,385713969.055556
SEAT,PORT,1091203215.36111
SEAT,SACR,3764596539.05889
SEAT,SALT,8471617393.17222
STAR,CHIC,18288082973.6922
STAR,EQCH,37152207221.93331
SUNN,LOSA,10759742981.707771
SUNN,SACR,11582404390.40445
SUNN,SANJ,11932517376.273325
TOLE2,CLEV,2091833648.40778
TOLE2,EQCH,5603898164.96111
TUCS,ELPA,1928186473.84556
TUCS,PHOE,663776326.574444
TULS,DALL,733936854.226667
TULS,KANS,11629684932.3733
WASH,ASHB,41802958323.34218
