source_id,target_id,throughput
ALBA,BOST,42515939.0966667
ALBA,CLEV,6711603742.26
ALBA,HART2,2495534307.60111
ALBA,HOLY,860251152.948889
ASHB,ATLA,5298553375.71
ASHB,CLEV,49029537942.9012
ASHB,NEWY32AOA,22685652325.2156
ASHB,PHIL,11164412174.7689
ASHB,PITT,2793605122.95
ASHB,RALE,14007595517.03
ASHB,WASH,24270239343.37108
ATLA,ASHB,23999181072.1166
ATLA,CHAR,1030310176.94667
ATLA,JACK,8150337685.93112
ATLA,NASH,5183500258.808889
BOIS,SALT,911087857.031111
BOIS,SEAT,125974132.442222
BOST,ALBA,200096755.653333
BOST,BOST2,2057180409.09333
BOST2,BOST,3239580981.91111
BOST2,HART2,13060878675.2889
BOST2,HOLY,57093.9322222222
CHAR,ATLA,1265417880.13667
CHAR,RALE,23014606910.1711
CHIC,CINC,13563831581.0955
CHIC,EQCH,39342242737.65
CHIC,INDI,3650424669.26333
CHIC,KANS,68822007855.40329
CHIC,STAR,6334648832.77888
CINC,CHIC,7365304979.68667
CINC,CLEV,2651906832.66889
CINC,INDI,2474962131.86444
CINC,LOUI,222050.526666667
CINC,NASH,12697517920.0367
CLEV,ALBA,28576059295.3856
CLEV,ASHB,30597530090.3088
CLEV,CINC,11725435858.7156
CLEV,EQCH,54424493368.776596
CLEV,NEWY32AOA,57011.1277777778
CLEV,PITT,804266226.057778
CLEV,TOLE2,1532519766.20889
DALL,DALL3,10283636933.83112
DALL,HOUS,12257743315.541111
DALL,KANS,17862806325.5644
DALL,TULS,3785038243.95444
DALL3,DALL,25578278607.62997
DENV,ELPA,589270449.212222
DENV,KANS,45271181378.3622
DENV,SALT,64888171668.054405
ELPA,DENV,393137837.0533332
ELPA,HOUS,4464053569.768892
ELPA,LOSA,6263316285.91333
ELPA,TUCS,1086924922.78556
EQCH,CHIC,67065928894.0611
EQCH,CLEV,64549788597.7556
EQCH,MINN,1612050768.6400046
EQCH,STAR,22313566837.84553
EQCH,TOLE2,2372878636.62889
FARG,MINN,217035252.521111
FARG,SEAT,2176685001.81445
HART2,ALBA,998639309.581111
HART2,BOST2,11240411212.2156
HART2,NEWY32AOA,20628722895.2133
HOLY,ALBA,855000979.885556
HOLY,BOST2,56970.3688888889
HOUH,HOUS,6372833577.46778
HOUH,PENS,1790563590.45667
HOUS,DALL,5903637970.073339
HOUS,ELPA,6823966111.10334
HOUS,HOUH,6534139581.56667
HOUS,JCSN,1570005683.48333
HOUS,NASH,2708567969.13666
INDI,CHIC,799930937.966667
INDI,CINC,790212910.908889
JACK,ATLA,5762890211.06889
JACK,PENS,4783076432.77889
JCSN,HOUS,52303512.8255555
JCSN,NASH,475343.04
KANS,CHIC,45566166452.8111
KANS,DALL,11510823322.0544
KANS,DENV,61778328440.5578
KANS,MINN,100958950.236667
KANS,TULS,11613093586.4145
LASV,LOSA,946787209.448889
LASV,SALT,191665537.043333
LOSA,ELPA,3361483494.79889
LOSA,LASV,2974122344.24111
LOSA,LOSA2,24465880902.71333
LOSA,PHOE,3172788586.45444
LOSA,SALT,15068200596.0867
LOSA,SUNN,4360858341.792231
LOSA2,LOSA,11039233895.21667
LOUI,CINC,468683.417777778
LOUI,NASH,43475234.3344445
MINN,EQCH,1157379256.036666
MINN,FARG,2176725696.39667
MINN,KANS,201386140.991111
MINN,MISS,236102825.505556
MISS,MINN,15692934.24
MISS,SEAT,270945376.148889
NASH,ATLA,5338268104.373335
NASH,CINC,4450990077.52111
NASH,HOUS,3628420953.39667
NASH,JCSN,170173.256666667
NASH,LOUI,176205543.524444
NEWY32AOA,ASHB,38040075318.5078
NEWY32AOA,CLEV,56361.2077777778
NEWY32AOA,HART2,11627460028.0255
NEWY32AOA,PHIL,3823476558.93445
PENS,HOUH,4804238618.73111
PENS,JACK,1719177175.90778
PHIL,ASHB,11290313634.7222
PHIL,NEWY32AOA,329542980.738889
PHOE,LOSA,635799465.968889
PHOE,TUCS,377728585.127778
PITT,ASHB,3419029438.85333
PITT,CLEV,801740069.762222
PORT,SACR,119142814.542222
PORT,SEAT,645022650.682222
RALE,ASHB,27987218089.7078
RALE,CHAR,3551993689.32
SACR,PORT,194324325.402222
SACR,SALT,6700812269.85556
SACR,SEAT,3517078973.26444
SACR,SUNN,12058860223.92445
SALT,BOIS,1036743507.99667
SALT,DENV,31025126521.624397
SALT,LASV,1252063092.43444
SALT,LOSA,33832628563.0233
SALT,SACR,6149672871.61111
SALT,SEAT,25995547324.8089
SANJ,SUNN,10952621485.73444
SEAT,BOIS,71784.2633333334
SEAT,FARG,219729600.233333
SEAT,MISS,856155242.911111
SEAT,PORT,2342305667.62
SEAT,SACR,2393671101.4
SEAT,SALT,10344461131.1211
STAR,CHIC,13948634159.8455
STAR,EQCH,45402263321.8689
SUNN,LOSA,7525009932.82778
SUNN,SACR,10741030521.65222
SUNN,SANJ,9034527059.362219
TOLE2,CLEV,1307408727.33333
TOLE2,EQCH,5633446876.93555
TUCS,ELPA,1494675643.83778
TUCS,PHOE,559511355.0
TULS,DALL,1026988026.13889
TULS,KANS,4574030578.42889
WASH,ASHB,42992394822.956604
