source_id,target_id,throughput
ALBA,BOST,103159426.797778
ALBA,CLEV,9565213734.99556
ALBA,HART2,3975984322.60667
ALBA,HOLY,772344382.743334
ASHB,ATLA,11537753134.65
ASHB,CLEV,114652771755.49156
ASHB,NEWY32AOA,42812337104.1522
ASHB,PHIL,30537493245.5589
ASHB,PITT,6935511990.48111
ASHB,RALE,45033294367.8844
ASHB,WASH,41005114945.732185
ATLA,ASHB,24217196515.5711
ATLA,CHAR,4512055172.51
ATLA,JACK,8154050699.02889
ATLA,NASH,13251660226.53889
BOIS,SALT,2759889595.11111
BOIS,SEAT,281595859.632222
BOST,ALBA,234039406.412222
BOST,BOST2,2743168317.71445
BOST2,BOST,7671828881.77667
BOST2,HART2,14894134334.0089
BOST2,HOLY,57015.4155555555
CHAR,ATLA,4719030531.77222
CHAR,RALE,31219270314.9678
CHIC,CINC,31971389430.4456
CHIC,EQCH,41945940124.6211
CHIC,INDI,9397908963.71666
CHIC,KANS,66630514160.59555
CHIC,STAR,10238545826.2855
CINC,CHIC,8215801357.47556
CINC,CLEV,41881270435.1211
CINC,INDI,9596581234.11
CINC,LOUI,3232498085.95222
CINC,NASH,94623617000.4056
CLEV,ALBA,10732903655.7767
CLEV,ASHB,68113907341.411125
CLEV,CINC,95445820913.0511
CLEV,EQCH,40501626862.932304
CLEV,NEWY32AOA,57007.5544444445
CLEV,PITT,5805953116.97445
CLEV,TOLE2,1195847797.52222
DALL,DALL3,26154181577.459976
DALL,HOUS,72133636111.3889
DALL,KANS,67788214804.4178
DALL,TULS,7529156569.51222
DALL3,DALL,67626889032.004456
DENV,ELPA,38226499913.5411
DENV,KANS,0.0
DENV,SALT,45740744141.99996
ELPA,DENV,52949471409.415596
ELPA,HOUS,105475019625.21661
ELPA,LOSA,65016881564.0389
ELPA,TUCS,5052906781.35333
EQCH,CHIC,86653591718.55551
EQCH,CLEV,55806757765.21561
EQCH,MINN,6013813083.992227
EQCH,STAR,53385782614.62557
EQCH,TOLE2,3677565317.81
FARG,MINN,998355053.706667
FARG,SEAT,2801734995.03445
HART2,ALBA,2171356563.76111
HART2,BOST2,18748877930.8333
HART2,NEWY32AOA,28236553304.2056
HOLY,ALBA,1209752989.37556
HOLY,BOST2,56906.5088888889
HOUH,HOUS,10826984129.38
HOUH,PENS,12481013733.7911
HOUS,DALL,47196227835.78884
HOUS,ELPA,123040804725.58543
HOUS,HOUH,22839375167.7178
HOUS,JCSN,4699262142.89778
HOUS,NASH,53220468751.36
INDI,CHIC,1621896165.97889
INDI,CINC,1123237719.53667
JACK,ATLA,9892795083.29334
JACK,PENS,5045737965.50889
JCSN,HOUS,170312402.145556
JCSN,NASH,747634106.148889
KANS,CHIC,53758617862.88779
KANS,DALL,54688751303.9856
KANS,DENV,0.0
KANS,MINN,455405405.428889
KANS,TULS,17068475681.4767
LASV,LOSA,3052065087.63667
LASV,SALT,221436055.568889
LOSA,ELPA,65743378111.62
LOSA,LASV,23099817419.3245
LOSA,LOSA2,34964315346.47676
LOSA,PHOE,19317234960.5178
LOSA,SALT,11283915599.3678
LOSA,SUNN,20436120757.75222
LOSA2,LOSA,53264896269.2933
LOUI,CINC,2986120.24222223
LOUI,NASH,911068493.121111
MINN,EQCH,6779425707.27777
MINN,FARG,2801832178.48222
MINN,KANS,87582657.2633333
MINN,MISS,719749544.101112
MISS,MINN,48366869.05
MISS,SEAT,770001204.752222
NASH,ATLA,6569447048.08334
NASH,CINC,47423930229.1167
NASH,HOUS,72995393779.7911
NASH,JCSN,1826605354.43333
NASH,LOUI,2671473721.69
NEWY32AOA,ASHB,72493118199.4022
NEWY32AOA,CLEV,56419.3933333333
NEWY32AOA,HART2,19972902440.9422
NEWY32AOA,PHIL,10069097098.66
PENS,HOUH,5086384311.26
PENS,JACK,12330417982.9367
PHIL,ASHB,18091883160.3233
PHIL,NEWY32AOA,383890872.304444
PHOE,LOSA,2957157472.75333
PHOE,TUCS,275695199.307778
PITT,ASHB,10452674976.3733
PITT,CLEV,2447930062.71444
PORT,SACR,720519105.557778
PORT,SEAT,1596321051.98667
RALE,ASHB,34836008244.3633
RALE,CHAR,13384059790.2856
SACR,PORT,1063672374.37555
SACR,SALT,8101879764.7311
SACR,SEAT,21116624957.83
SACR,SUNN,16364292085.07111
SALT,BOIS,2145702302.74444
SALT,DENV,25203368316.50667
SALT,LASV,2340794775.95
SALT,LOSA,8727440162.23
SALT,SACR,1042000569.88444
SALT,SEAT,41664855955.7078
SANJ,SUNN,48550166420.87999
SEAT,BOIS,95455.6811111111
SEAT,FARG,1004278826.87667
SEAT,MISS,2149092215.17778
SEAT,PORT,4162000215.15222
SEAT,SACR,5902601559.11778
SEAT,SALT,18813374769.0067
STAR,CHIC,21611572739.3789
STAR,EQCH,52724021384.04441
SUNN,LOSA,34343509737.861076
SUNN,SACR,39263348519.9866
SUNN,SANJ,16010323145.101109
TOLE2,CLEV,2764509913.23333
TOLE2,EQCH,5592483342.82111
TUCS,ELPA,2105000640.7
TUCS,PHOE,3404057113.48111
TULS,DALL,5584017859.66667
TULS,KANS,5657338425.74778
WASH,ASHB,61462640361.514465
