source_id,target_id,throughput
ALBA,BOST,38253203.6422222
ALBA,CLEV,4681001321.16
ALBA,HART2,2374552310.03667
ALBA,HOLY,209595642.848889
ASHB,ATLA,3492210827.21444
ASHB,CLEV,56410633351.8766
ASHB,NEWY32AOA,28289609371.5478
ASHB,PHIL,8483151086.11556
ASHB,PITT,2020697252.55556
ASHB,RALE,14113742330.3722
ASHB,WASH,17444458805.07
ATLA,ASHB,13254295577.9751
ATLA,CHAR,1262321256.43333
ATLA,JACK,5943934611.82
ATLA,NASH,4961013389.79368
BOIS,SALT,1662519085.77889
BOIS,SEAT,77780584.6555555
BOST,ALBA,163560094.054445
BOST,BOST2,1430367812.62111
BOST2,BOST,1123897630.01017
BOST2,HART2,4068435204.97514
BOST2,HOLY,57038.4192090396
CHAR,ATLA,846086398.789999
CHAR,RALE,20045056352.8156
CHIC,CINC,12362345172.2133
CHIC,EQCH,72963490588.62671
CHIC,INDI,2948585091.17333
CHIC,KANS,74936391152.7356
CHIC,STAR,4307942903.68556
CINC,CHIC,12037238655.8222
CINC,CLEV,3559504924.61667
CINC,INDI,2050909044.83889
CINC,LOUI,214974.254444444
CINC,NASH,11046941355.2456
CLEV,ALBA,5171168708.09556
CLEV,ASHB,46608301019.0045
CLEV,CINC,10602366399.61
CLEV,EQCH,63385075985.770004
CLEV,NEWY32AOA,57029.3333333333
CLEV,PITT,2655514506.29889
CLEV,TOLE2,723113069.17111
DALL,DALL3,9730710315.61332
DALL,HOUS,13743004571.12222
DALL,KANS,42118681400.51
DALL,TULS,1359050918.43667
DALL3,DALL,17404653403.853348
DENV,ELPA,479947184.64666605
DENV,KANS,46073769451.0578
DENV,SALT,65118083745.0678
ELPA,DENV,383828747.1727304
ELPA,HOUS,6142801313.564091
ELPA,LOSA,6524517010.37288
ELPA,TUCS,1050798108.93889
EQCH,CHIC,72496887391.4011
EQCH,CLEV,57726680382.4555
EQCH,MINN,988062371.9700003
EQCH,STAR,17610821563.87004
EQCH,TOLE2,733553821.664444
FARG,MINN,164777016.811111
FARG,SEAT,4351680447.86111
HART2,ALBA,1424882740.64407
HART2,BOST2,2771239724.47232
HART2,NEWY32AOA,10755218179.7503
HOLY,ALBA,752117610.973334
HOLY,BOST2,56934.8788888889
HOUH,HOUS,32999240305.9856
HOUH,PENS,1677259055.63667
HOUS,DALL,33561472996.31558
HOUS,ELPA,7368825625.84001
HOUS,HOUH,7463310337.31
HOUS,JCSN,886988887.575556
HOUS,NASH,4114514084.08
INDI,CHIC,655360632.808459
INDI,CINC,527839636.295509
JACK,ATLA,3071107188.15222
JACK,PENS,2908929720.78333
JCSN,HOUS,551132004.030509
JCSN,NASH,834097579.79548
KANS,CHIC,70405719955.4567
KANS,DALL,14353111928.6233
KANS,DENV,65557507781.5555
KANS,MINN,28059981.1244445
KANS,TULS,7844671841.81
LASV,LOSA,373588545.922222
LASV,SALT,130334209.136667
LOSA,ELPA,5163273270.47
LOSA,LASV,2795573275.04333
LOSA,LOSA2,34943918653.16894
LOSA,PHOE,2510519071.63111
LOSA,SALT,19810383185.5556
LOSA,SUNN,7137945702.69778
LOSA2,LOSA,8056744947.28333
LOUI,CINC,456463.324444444
LOUI,NASH,148055978.711111
MINN,EQCH,3479970510.1966624
MINN,FARG,4351743358.86222
MINN,KANS,56223136.5988889
MINN,MISS,101272115.286667
MISS,MINN,5829546.30444445
MISS,SEAT,852568439.73
NASH,ATLA,6722521875.65111
NASH,CINC,7452920236.50778
NASH,HOUS,4079008424.57444
NASH,JCSN,680169257.708889
NASH,LOUI,79610909.31
NEWY32AOA,ASHB,35944170113.4445
NEWY32AOA,CLEV,56419.4722222222
NEWY32AOA,HART2,3093852511.24111
NEWY32AOA,PHIL,2203326494.70445
PENS,HOUH,2933244514.99555
PENS,JACK,1574457862.01444
PHIL,ASHB,12162920911.5288
PHIL,NEWY32AOA,100120911.505085
PHOE,LOSA,602945412.851112
PHOE,TUCS,188717009.18
PITT,ASHB,6753873109.44
PITT,CLEV,1932975084.22778
PORT,SACR,244912286.188889
PORT,SEAT,552549345.976667
RALE,ASHB,24739425256.7844
RALE,CHAR,4272354236.34111
SACR,PORT,78663980.83
SACR,SALT,6783851705.16667
SACR,SEAT,2622786010.49605
SACR,SUNN,22021004708.8963
SALT,BOIS,693546524.176667
SALT,DENV,32518736156.20001
SALT,LASV,2157755832.11555
SALT,LOSA,42060339696.5867
SALT,SACR,11004641687.0211
SALT,SEAT,22802535199.2578
SANJ,SUNN,6236380559.836672
SEAT,BOIS,68541.5744444444
SEAT,FARG,168010100.465555
SEAT,MISS,509489864.427778
SEAT,PORT,1190089573.16444
SEAT,SACR,3933785583.68333
SEAT,SALT,5832732404.20444
STAR,CHIC,15591932644.6744
STAR,EQCH,33647329643.54449
SUNN,LOSA,10023073517.1138
SUNN,SACR,9014396767.64038
SUNN,SANJ,12538572872.10709
TOLE2,CLEV,1430629018.26667
TOLE2,EQCH,6853365819.16444
TUCS,ELPA,1382591220.41556
TUCS,PHOE,759898557.377778
TULS,DALL,879373278.613333
TULS,KANS,7227646841.14556
WASH,ASHB,42559954514.850876
