source_id,target_id,throughput
ALBA,BOST,66925007.6344445
ALBA,CLEV,5174655767.64111
ALBA,HART2,1080203445.33778
ALBA,HOLY,336867480.631111
ASHB,ATLA,5228007982.09222
ASHB,CLEV,64013215320.326706
ASHB,NEWY32AOA,36462969871.5844
ASHB,PHIL,14227663064.5667
ASHB,PITT,3403005898.87667
ASHB,RALE,45026923792.0256
ASHB,WASH,29920022739.415573
ATLA,ASHB,22417085748.5
ATLA,CHAR,2133556933.00444
ATLA,JACK,7828722313.04445
ATLA,NASH,5167574556.65222
BOIS,SALT,1370844245.56889
BOIS,SEAT,67644376.9044444
BOST,ALBA,198948941.023333
BOST,BOST2,1700475328.11
BOST2,BOST,7147573873.07334
BOST2,HART2,6640878701.44
BOST2,HOLY,57068.2022222222
CHAR,ATLA,1357064740.06111
CHAR,RALE,16722582710.11
CHIC,CINC,25420250143.7156
CHIC,EQCH,51868736676.3911
CHIC,INDI,10208207672.7122
CHIC,KANS,70618678411.15
CHIC,STAR,10087969056.6078
CINC,CHIC,13687839755.5767
CINC,CLEV,4781836546.68778
CINC,INDI,2427484464.05333
CINC,LOUI,258369.78
CINC,NASH,20263182970.6144
CLEV,ALBA,4515419614.19889
CLEV,ASHB,49040899462.0211
CLEV,CINC,19303966543.1589
CLEV,EQCH,58536509008.1588
CLEV,NEWY32AOA,57035.5111111111
CLEV,PITT,4990437322.22889
CLEV,TOLE2,2278401912.85
DALL,DALL3,12034432203.46444
DALL,HOUS,15270184154.85888
DALL,KANS,16783463070.2933
DALL,TULS,1343027300.77666
DALL3,DALL,23125963097.43223
DENV,ELPA,654002456.904445
DENV,KANS,54332877240.015594
DENV,SALT,63281072477.4778
ELPA,DENV,1369482833.851111
ELPA,HOUS,5578017257.692221
ELPA,LOSA,5561729814.42778
ELPA,TUCS,1180785307.20889
EQCH,CHIC,83664735971.02881
EQCH,CLEV,66142173348.326706
EQCH,MINN,1229525795.1855567
EQCH,STAR,25682594629.20664
EQCH,TOLE2,1004798187.80889
FARG,MINN,247393070.511111
FARG,SEAT,3455311104.99
HART2,ALBA,1653979476.47556
HART2,BOST2,10693695272.3244
HART2,NEWY32AOA,14544923021.0511
HOLY,ALBA,785398697.097778
HOLY,BOST2,56938.9544444444
HOUH,HOUS,9161819374.06147
HOUH,PENS,1996671514.36641
HOUS,DALL,9968441367.62556
HOUS,ELPA,6366805308.03222
HOUS,HOUH,4694610921.24889
HOUS,JCSN,2487624295.85778
HOUS,NASH,6063358453.88333
INDI,CHIC,1323693523.16898
INDI,CINC,678971870.301238
JACK,ATLA,6019262905.4163
JACK,PENS,3898854818.05778
JCSN,HOUS,52167812.74
JCSN,NASH,862841536.695555
KANS,CHIC,53987121190.1923
KANS,DALL,11958407063.4255
KANS,DENV,63862757596.84779
KANS,MINN,75979902.8677778
KANS,TULS,9873542452.24889
LASV,LOSA,342525915.826667
LASV,SALT,99599427.1966667
LOSA,ELPA,4708178705.98889
LOSA,LASV,2974220328.07444
LOSA,LOSA2,20892473255.60443
LOSA,PHOE,2951431345.25222
LOSA,SALT,20022249358.1844
LOSA,SUNN,7552856345.67334
LOSA2,LOSA,9777754812.15353
LOUI,CINC,521888.412222222
LOUI,NASH,82114298.6844444
MINN,EQCH,1498596695.1855512
MINN,FARG,3455217245.14333
MINN,KANS,58865275.3066667
MINN,MISS,143179589.995555
MISS,MINN,5397526.58444445
MISS,SEAT,254754019.053333
NASH,ATLA,6877814490.09112
NASH,CINC,7855483871.80556
NASH,HOUS,3774586057.76889
NASH,JCSN,798278784.967778
NASH,LOUI,149384722.87
NEWY32AOA,ASHB,56356539918.35
NEWY32AOA,CLEV,56412.8988888889
NEWY32AOA,HART2,11744569960.8556
NEWY32AOA,PHIL,5794608051.79111
PENS,HOUH,3873588160.14555
PENS,JACK,1894698138.57889
PHIL,ASHB,12668059448.1111
PHIL,NEWY32AOA,176006728.048889
PHOE,LOSA,757965675.754444
PHOE,TUCS,1052471918.89778
PITT,ASHB,10253144824.7156
PITT,CLEV,2494038751.86778
PORT,SACR,143793029.097778
PORT,SEAT,626231843.371111
RALE,ASHB,23396065542.6211
RALE,CHAR,12774274707.3378
SACR,PORT,57071955.4888889
SACR,SALT,7504089578.34889
SACR,SEAT,3427060294.24222
SACR,SUNN,13965385103.67558
SALT,BOIS,604182491.256667
SALT,DENV,39398910349.6566
SALT,LASV,1519684531.91889
SALT,LOSA,31361354897.7233
SALT,SACR,9790089441.46555
SALT,SEAT,26711922283.89
SANJ,SUNN,7780801010.741111
SEAT,BOIS,74155.9722222222
SEAT,FARG,250519215.603333
SEAT,MISS,358928323.19
SEAT,PORT,979478750.365556
SEAT,SACR,2126643738.04889
SEAT,SALT,11805000325.2167
STAR,CHIC,10842180398.6878
STAR,EQCH,33285218382.15
SUNN,LOSA,6557751243.59038
SUNN,SACR,10889384442.29907
SUNN,SANJ,7306137143.574597
TOLE2,CLEV,232802298.72899
TOLE2,EQCH,6592294268.52688
TUCS,ELPA,2238893101.54778
TUCS,PHOE,861400428.233333
TULS,DALL,1506370996.29214
TULS,KANS,5805794905.95216
WASH,ASHB,34335280824.48479
