source_id,target_id,throughput
ALBA,BOST,150756299.872222
ALBA,CLEV,6622481531.40778
ALBA,HART2,3552397488.78667
ALBA,HOLY,1025628275.89667
ASHB,ATLA,9356965856.75
ASHB,CLEV,104354957991.52
ASHB,NEWY32AOA,42873440381.4622
ASHB,PHIL,24766727857.0545
ASHB,PITT,13362784121.3033
ASHB,RALE,52297103161.5989
ASHB,WASH,49129354751.1044
ATLA,ASHB,25008666922.0522
ATLA,CHAR,3565975815.28889
ATLA,JACK,7114283682.66555
ATLA,NASH,6479465172.24888
BOIS,SALT,7523012726.69667
BOIS,SEAT,184184748.847778
BOST,ALBA,248138640.926667
BOST,BOST2,3095048300.06222
BOST2,BOST,6047498722.92
BOST2,HART2,12896565595.54
BOST2,HOLY,57033.4955555556
CHAR,ATLA,1554098994.84
CHAR,RALE,40038711840.82
CHIC,CINC,43342362076.2911
CHIC,EQCH,99691977506.4201
CHIC,INDI,11496264919.7322
CHIC,KANS,106220875778.6944
CHIC,STAR,10359166855.3578
CINC,CHIC,13782181870.13
CINC,CLEV,16366582929.5655
CINC,INDI,6063729121.42222
CINC,LOUI,118270104.458889
CINC,NASH,46809669283.1478
CLEV,ALBA,9071126627.62556
CLEV,ASHB,62772441953.2489
CLEV,CINC,44528303129.2445
CLEV,EQCH,79294584044.1812
CLEV,NEWY32AOA,56899.7422222222
CLEV,PITT,6560519009.29222
CLEV,TOLE2,1397090325.39889
DALL,DALL3,19658725178.281097
DALL,HOUS,33927266677.6045
DALL,KANS,68613061877.9956
DALL,TULS,3621326587.69778
DALL3,DALL,64943446506.62553
DENV,ELPA,913257599.927777
DENV,KANS,69877843462.7645
DENV,SALT,79248781995.4711
ELPA,DENV,137917364.2588889
ELPA,HOUS,6235083350.00111
ELPA,LOSA,14215280362.5467
ELPA,TUCS,1366161229.54889
EQCH,CHIC,134498282435.9878
EQCH,CLEV,89280978286.16669
EQCH,MINN,4626625090.92999
EQCH,STAR,52839707725.387764
EQCH,TOLE2,3637178861.14555
FARG,MINN,514876220.25
FARG,SEAT,2427102427.32778
HART2,ALBA,2162505981.09889
HART2,BOST2,11892560546.9956
HART2,NEWY32AOA,23732811910.1522
HOLY,ALBA,1352847438.08
HOLY,BOST2,56925.46
HOUH,HOUS,50686672651.7033
HOUH,PENS,1946228567.62
HOUS,DALL,36247015435.72999
HOUS,ELPA,14922637531.895538
HOUS,HOUH,15673249733.3211
HOUS,JCSN,3077298013.91444
HOUS,NASH,16863153277.5689
INDI,CHIC,2079153428.01333
INDI,CINC,567720802.34
JACK,ATLA,6765365126.25649
JACK,PENS,4000633204.55097
JCSN,HOUS,132880593.143395
JCSN,NASH,1604960858.23379
KANS,CHIC,101321849609.10559
KANS,DALL,25719861639.6422
KANS,DENV,83194454704.1089
KANS,MINN,218448585.727778
KANS,TULS,20503526382.6933
LASV,LOSA,507158654.43
LASV,SALT,159260263.194444
LOSA,ELPA,5639671988.14667
LOSA,LASV,8447802846.28334
LOSA,LOSA2,27747349147.587784
LOSA,PHOE,2809783863.00778
LOSA,SALT,27319019972.7489
LOSA,SUNN,5604451366.56444
LOSA2,LOSA,16461193303.97556
LOUI,CINC,3197587193.06667
LOUI,NASH,102826012.215555
MINN,EQCH,5817379061.021111
MINN,FARG,2427021293.70333
MINN,KANS,133706338.075555
MINN,MISS,247382692.044444
MISS,MINN,15328480.9111111
MISS,SEAT,267439656.734444
NASH,ATLA,5702009606.08889
NASH,CINC,16075857676.8833
NASH,HOUS,4758991471.57555
NASH,JCSN,1714319215.59111
NASH,LOUI,498930403.324444
NEWY32AOA,ASHB,68631677131.6656
NEWY32AOA,CLEV,56410.9377777778
NEWY32AOA,HART2,14114256296.6078
NEWY32AOA,PHIL,8615968328.28111
PENS,HOUH,4023675617.92334
PENS,JACK,1821163863.54889
PHIL,ASHB,15443579117.8089
PHIL,NEWY32AOA,667636228.046667
PHOE,LOSA,653431177.282222
PHOE,TUCS,78474290.5588889
PITT,ASHB,10318079376.5611
PITT,CLEV,3187751719.11222
PORT,SACR,133896914.215556
PORT,SEAT,1004413358.15111
RALE,ASHB,48331573556.1156
RALE,CHAR,14268224495.7889
SACR,PORT,158500748.383333
SACR,SALT,12462282095.2933
SACR,SEAT,3863399161.92
SACR,SUNN,15449699946.11448
SALT,BOIS,630991292.576666
SALT,DENV,57767040055.3866
SALT,LASV,3916073219.7
SALT,LOSA,45223685674.1844
SALT,SACR,10776802317.5922
SALT,SEAT,27775941289.8789
SANJ,SUNN,17607858879.386658
SEAT,BOIS,70312.9466666666
SEAT,FARG,518532646.54
SEAT,MISS,904882524.101112
SEAT,PORT,1219790653.29889
SEAT,SACR,1617205440.67778
SEAT,SALT,20343226457.1011
STAR,CHIC,18662230170.3944
STAR,EQCH,34701989138.38778
SUNN,LOSA,9742721024.90666
SUNN,SACR,17399310787.146667
SUNN,SANJ,9824039342.030006
TOLE2,CLEV,861227251.62
TOLE2,EQCH,4935931422.08
TUCS,ELPA,731888391.512222
TUCS,PHOE,651047688.573334
TULS,DALL,2337914618.76454
TULS,KANS,6954071537.29517
WASH,ASHB,56352648826.64295
