source_id,target_id,throughput
ALBA,BOST,38176010.4466667
ALBA,CLEV,13300339682.0745
ALBA,HART2,920607887.587778
ALBA,HOLY,632322917.248889
ASHB,ATLA,5428323325.20089
ASHB,CLEV,59233141464.209496
ASHB,NEWY32AOA,24371719014.0896
ASHB,PHIL,10669740880.2665
ASHB,PITT,2090246905.55429
ASHB,RALE,10396469405.2207
ASHB,WASH,25529919301.23029
ATLA,ASHB,15624805790.1255
ATLA,CHAR,1158529859.10075
ATLA,JACK,8562460127.95495
ATLA,NASH,3982924102.5308695
BOIS,SALT,1677789623.11667
BOIS,SEAT,93808366.3255556
BOST,ALBA,172834437.772892
BOST,BOST2,1712384966.68882
BOST2,BOST,2498102207.62422
BOST2,HART2,20679138914.357
BOST2,HOLY,56823.4460144748
CHAR,ATLA,1633298351.06667
CHAR,RALE,11350497615.1711
CHIC,CINC,8440036849.86286
CHIC,EQCH,58525639268.9893
CHIC,INDI,3990081721.12046
CHIC,KANS,69472793472.06259
CHIC,STAR,8841453780.98535
CINC,CHIC,5956529304.56333
CINC,CLEV,3405581455.29445
CINC,INDI,2997062577.26667
CINC,LOUI,230736.971111111
CINC,NASH,10017879978.7722
CLEV,ALBA,28027002146.303
CLEV,ASHB,33929625566.380997
CLEV,CINC,9523817468.59223
CLEV,EQCH,72623712191.4149
CLEV,NEWY32AOA,57043.2666666667
CLEV,PITT,2094549866.83778
CLEV,TOLE2,1727697324.63859
DALL,DALL3,10343591024.105387
DALL,HOUS,10752406933.14267
DALL,KANS,20706612395.3075
DALL,TULS,2280915838.66009
DALL3,DALL,14670584251.156658
DENV,ELPA,428546848.51666677
DENV,KANS,51252724998.53999
DENV,SALT,65247904160.514404
ELPA,DENV,284126897.0426068
ELPA,HOUS,4557310891.485764
ELPA,LOSA,3560641451.68254
ELPA,TUCS,614229922.267778
EQCH,CHIC,65976671792.4401
EQCH,CLEV,64368709954.198204
EQCH,MINN,1743875404.728633
EQCH,STAR,23669925706.75505
EQCH,TOLE2,2194532001.49333
FARG,MINN,0.0
FARG,SEAT,0.0
HART2,ALBA,799291267.375556
HART2,BOST2,10310503684.7011
HART2,NEWY32AOA,27812124175.4978
HOLY,ALBA,1012643702.70778
HOLY,BOST2,56945.5444444445
HOUH,HOUS,13642650785.2522
HOUH,PENS,1414032994.89222
HOUS,DALL,13550992595.87773
HOUS,ELPA,3734665747.169996
HOUS,HOUH,7996397459.04778
HOUS,JCSN,377002981.148889
HOUS,NASH,3710338933.86222
INDI,CHIC,716614955.045556
INDI,CINC,474478223.722222
JACK,ATLA,4967902659.55889
JACK,PENS,1792020196.91778
JCSN,HOUS,43863241.7866574
JCSN,NASH,463953.633066538
KANS,CHIC,65925458380.7055
KANS,DALL,15266048011.7041
KANS,DENV,62335872510.043594
KANS,MINN,131013502.187765
KANS,TULS,5380550702.72787
LASV,LOSA,294762283.837164
LASV,SALT,75235025.4187909
LOSA,ELPA,3415582012.01778
LOSA,LASV,1445737455.48889
LOSA,LOSA2,24100810237.357124
LOSA,PHOE,2273179988.78951
LOSA,SALT,17129613955.9931
LOSA,SUNN,8702812214.78774
LOSA2,LOSA,7554192411.44528
LOUI,CINC,527123.3
LOUI,NASH,141658137.901111
MINN,EQCH,1169040121.8888845
MINN,FARG,2335383342.42889
MINN,KANS,189712626.156666
MINN,MISS,272033130.367778
MISS,MINN,14027664.4836467
MISS,SEAT,214797144.242483
NASH,ATLA,4445783898.669185
NASH,CINC,3965509693.59333
NASH,HOUS,2671481569.54931
NASH,JCSN,171356.054444445
NASH,LOUI,499221278.243548
NEWY32AOA,ASHB,38402718126.7778
NEWY32AOA,CLEV,56682.5212885926
NEWY32AOA,HART2,12535770310.7153
NEWY32AOA,PHIL,2839068769.82576
PENS,HOUH,1784409046.43067
PENS,JACK,1338881142.13819
PHIL,ASHB,9651350996.44001
PHIL,NEWY32AOA,622142358.115556
PHOE,LOSA,733515373.298851
PHOE,TUCS,88825388.0307006
PITT,ASHB,5907389451.67111
PITT,CLEV,907016209.704445
PORT,SACR,395524688.131246
PORT,SEAT,684562543.208413
RALE,ASHB,17564145966.7287
RALE,CHAR,2986576551.66695
SACR,PORT,238796863.291111
SACR,SALT,5630482399.74555
SACR,SEAT,4649738894.01889
SACR,SUNN,14617646690.71337
SALT,BOIS,603067564.566667
SALT,DENV,30042975141.16004
SALT,LASV,1449218015.18555
SALT,LOSA,34737667259.3967
SALT,SACR,7076974766.55
SALT,SEAT,26538818878.4878
SANJ,SUNN,6657820569.463383
SEAT,BOIS,67774.9011111111
SEAT,FARG,0.0
SEAT,MISS,455367061.187778
SEAT,PORT,1400351982.96667
SEAT,SACR,2436981282.44333
SEAT,SALT,7881475104.09
STAR,CHIC,11289827628.6767
STAR,EQCH,39307670481.4023
SUNN,LOSA,6710838655.04333
SUNN,SACR,10323564683.132221
SUNN,SANJ,9131915985.377785
TOLE2,CLEV,2261510731.98556
TOLE2,EQCH,4985254029.36333
TUCS,ELPA,1421561735.04778
TUCS,PHOE,249417848.108889
TULS,DALL,914149655.994444
TULS,KANS,6936406491.21222
WASH,ASHB,55927894408.96196
