source_id,target_id,throughput
ALBA,BOST,102489671.148391
ALBA,CLEV,10596009054.0072
ALBA,HART2,6825520560.85678
ALBA,HOLY,931711076.724025
ASHB,ATLA,4592890363.29601
ASHB,CLEV,70019130231.4512
ASHB,NEWY32AOA,40802785398.4167
ASHB,PHIL,20457422285.2296
ASHB,PITT,4914773759.51444
ASHB,RALE,32899353929.2611
ASHB,WASH,37921729330.16989
ATLA,ASHB,18501336046.45
ATLA,CHAR,2357485308.44005
ATLA,JACK,10422479135.3626
ATLA,NASH,9217521584.93197
BOIS,SALT,992014198.090929
BOIS,SEAT,165795785.958838
BOST,ALBA,267410520.556552
BOST,BOST2,4202004232.12546
BOST2,BOST,8886912261.06369
BOST2,HART2,18162324593.9002
BOST2,HOLY,56767.0052702114
CHAR,ATLA,2015193793.44222
CHAR,RALE,21165580780.4444
CHIC,CINC,28525132544.6889
CHIC,EQCH,63999542738.6645
CHIC,INDI,8131905517.53444
CHIC,KANS,82228181686.9111
CHIC,STAR,9627938641.33889
CINC,CHIC,9392629291.27313
CINC,CLEV,3400960155.11928
CINC,INDI,3398370726.60348
CINC,LOUI,239264.735522785
CINC,NASH,23118872886.2211
CLEV,ALBA,21342808760.9767
CLEV,ASHB,41186281719.595505
CLEV,CINC,22467411919.2256
CLEV,EQCH,71407433625.1978
CLEV,NEWY32AOA,57056.3177777778
CLEV,PITT,2512127676.73778
CLEV,TOLE2,1432930933.62556
DALL,DALL3,14087860741.575241
DALL,HOUS,18051777156.49372
DALL,KANS,36575549956.279
DALL,TULS,6717892839.90111
DALL3,DALL,41508299413.83953
DENV,ELPA,2132630284.9757428
DENV,KANS,52258199284.513504
DENV,SALT,66249673212.9665
ELPA,DENV,396990234.152159
ELPA,HOUS,4189814972.855712
ELPA,LOSA,5839676772.63511
ELPA,TUCS,2398538791.54222
EQCH,CHIC,95216431964.06699
EQCH,CLEV,75619031750.7032
EQCH,MINN,2378110742.5629315
EQCH,STAR,25159914462.559658
EQCH,TOLE2,2979631532.46556
FARG,MINN,0.0
FARG,SEAT,0.0
HART2,ALBA,2144461502.02
HART2,BOST2,21605474490.22
HART2,NEWY32AOA,28559543668.3367
HOLY,ALBA,1039251509.84889
HOLY,BOST2,56973.5666666667
HOUH,HOUS,8459296489.50111
HOUH,PENS,2278699595.86
HOUS,DALL,10379008749.26111
HOUS,ELPA,6118178571.33778
HOUS,HOUH,6997956549.39333
HOUS,JCSN,1009476080.3
HOUS,NASH,5725673928.15111
INDI,CHIC,2224764091.97222
INDI,CINC,393666411.971111
JACK,ATLA,10784315977.1167
JACK,PENS,3149614205.09889
JCSN,HOUS,75766664.4483931
JCSN,NASH,477832.005463728
KANS,CHIC,71647021921.1197
KANS,DALL,17309526832.2689
KANS,DENV,68999388647.2154
KANS,MINN,215873515.309699
KANS,TULS,7977928677.63053
LASV,LOSA,572636237.95908
LASV,SALT,148481276.785681
LOSA,ELPA,3779457372.66246
LOSA,LASV,3750887310.94157
LOSA,LOSA2,22602076321.9547
LOSA,PHOE,2308302342.59889
LOSA,SALT,13709274556.6356
LOSA,SUNN,3611897730.14584
LOSA2,LOSA,10868180357.3911
LOUI,CINC,556487.313303727
LOUI,NASH,103398171.157052
MINN,EQCH,3309377076.130002
MINN,FARG,1185358708.48222
MINN,KANS,157859795.897778
MINN,MISS,162662095.261111
MISS,MINN,16902738.9588889
MISS,SEAT,309252071.713333
NASH,ATLA,8587665885.39333
NASH,CINC,4922204956.34333
NASH,HOUS,3851816546.18444
NASH,JCSN,171571.972222222
NASH,LOUI,193522339.656667
NEWY32AOA,ASHB,51453177002.6834
NEWY32AOA,CLEV,56434.38
NEWY32AOA,HART2,23193877542.4356
NEWY32AOA,PHIL,8827599470.41333
PENS,HOUH,3080838504.85873
PENS,JACK,2200817956.27052
PHIL,ASHB,14906759280.1522
PHIL,NEWY32AOA,292175704.832222
PHOE,LOSA,1787991020.68333
PHOE,TUCS,430335666.292223
PITT,ASHB,9651922985.44297
PITT,CLEV,1572972606.59193
PORT,SACR,119204077.115555
PORT,SEAT,839666389.932223
RALE,ASHB,29239945359.7505
RALE,CHAR,8196162036.97038
SACR,PORT,133476862.02
SACR,SALT,6590720675.96333
SACR,SEAT,2688387691.45111
SACR,SUNN,11545328494.94112
SALT,BOIS,716823567.505555
SALT,DENV,35091550381.9222
SALT,LASV,1580509493.20333
SALT,LOSA,36136447390.0311
SALT,SACR,7887882266.32667
SALT,SEAT,25138104077.6533
SANJ,SUNN,9301432992.81126
SEAT,BOIS,69910.3766666667
SEAT,FARG,0.0
SEAT,MISS,465605881.256667
SEAT,PORT,1593162479.69444
SEAT,SACR,1799601593.77222
SEAT,SALT,17178879079.4167
STAR,CHIC,13449016291.48
STAR,EQCH,32054811818.165596
SUNN,LOSA,5084457721.77223
SUNN,SACR,9515310595.82889
SUNN,SANJ,7816166784.354448
TOLE2,CLEV,1505991298.16778
TOLE2,EQCH,5021692648.85889
TUCS,ELPA,751339539.134445
TUCS,PHOE,1547555899.88889
TULS,DALL,1601800670.79111
TULS,KANS,4844060881.37889
WASH,ASHB,52654747586.32444
