source_id,target_id,throughput
ALBA,BOST,173328414.103484
ALBA,CLEV,14744892073.7892
ALBA,HART2,2531609951.82557
ALBA,HOLY,1081706350.25212
ASHB,ATLA,18238591774.9446
ASHB,CLEV,93227446129.4296
ASHB,NEWY32AOA,48345653294.606
ASHB,PHIL,30408809050.8182
ASHB,PITT,8361993001.28704
ASHB,RALE,38801858558.529
ASHB,WASH,45219009327.12178
ATLA,ASHB,26189932267.1983
ATLA,CHAR,3176958993.51509
ATLA,JACK,7129529704.51013
ATLA,NASH,6070609005.5131
BOIS,SALT,1654040401.76936
BOIS,SEAT,213834221.679137
BOST,ALBA,291061811.320451
BOST,BOST2,3599578385.25631
BOST2,BOST,12003025050.02
BOST2,HART2,21794459359.2809
BOST2,HOLY,57348.8231866727
CHAR,ATLA,1799451827.89889
CHAR,RALE,28562437990.5878
CHIC,CINC,34648800655.267
CHIC,EQCH,72085457915.9744
CHIC,INDI,10825980128.3692
CHIC,KANS,90512712037.9972
CHIC,STAR,7503296215.56744
CINC,CHIC,10608569651.9711
CINC,CLEV,16947145740.7478
CINC,INDI,5539712838.68268
CINC,LOUI,232155.334539356
CINC,NASH,36033110534.8827
CLEV,ALBA,23513600630.5015
CLEV,ASHB,48249967982.0717
CLEV,CINC,35546186981.82
CLEV,EQCH,78879356736.7964
CLEV,NEWY32AOA,57028.9011111111
CLEV,PITT,4145313098.19889
CLEV,TOLE2,2214836858.51966
DALL,DALL3,21996062372.38384
DALL,HOUS,27189281654.3557
DALL,KANS,55617578865.5986
DALL,TULS,7951585371.83445
DALL3,DALL,66055286316.50023
DENV,ELPA,740146666.98829
DENV,KANS,55462061234.1779
DENV,SALT,73188539954.35901
ELPA,DENV,210074478.83761021
ELPA,HOUS,7030765007.3177595
ELPA,LOSA,5574204313.85761
ELPA,TUCS,1265062355.33556
EQCH,CHIC,116708861665.8898
EQCH,CLEV,79916470821.3573
EQCH,MINN,5268832249.554412
EQCH,STAR,46381718130.8188
EQCH,TOLE2,3538179581.69444
FARG,MINN,0.0
FARG,SEAT,0.0
HART2,ALBA,2394320481.93555
HART2,BOST2,30432678762.77
HART2,NEWY32AOA,33705088361.8756
HOLY,ALBA,1492341592.81667
HOLY,BOST2,56929.3266666667
HOUH,HOUS,33497750821.0989
HOUH,PENS,1791636435.18667
HOUS,DALL,23692052638.92998
HOUS,ELPA,6130656407.544439
HOUS,HOUH,10320489186.2467
HOUS,JCSN,2158255387.63333
HOUS,NASH,20614179117.34
INDI,CHIC,1933699699.05
INDI,CINC,97711392.5511112
JACK,ATLA,7843405869.38444
JACK,PENS,3024179336.04444
JCSN,HOUS,110154731.161957
JCSN,NASH,502732.499822596
KANS,CHIC,77175054316.63899
KANS,DALL,22486699856.1144
KANS,DENV,73884141720.0307
KANS,MINN,656856639.707268
KANS,TULS,9518656953.77664
LASV,LOSA,1315634120.17327
LASV,SALT,167347842.742688
LOSA,ELPA,5837185111.14878
LOSA,LASV,10445366260.3502
LOSA,LOSA2,34223319130.86444
LOSA,PHOE,7375645097.97498
LOSA,SALT,16373138993.8394
LOSA,SUNN,5681011315.42875
LOSA2,LOSA,24797265541.901123
LOUI,CINC,543235.86292953
LOUI,NASH,96852478.1816175
MINN,EQCH,4342144837.526668
MINN,FARG,978943260.18
MINN,KANS,756458861.036667
MINN,MISS,441315328.274445
MISS,MINN,24683430.65
MISS,SEAT,481366330.538889
NASH,ATLA,5143306544.32667
NASH,CINC,18982647719.2833
NASH,HOUS,4223909256.66111
NASH,JCSN,170140.564444444
NASH,LOUI,345328831.341111
NEWY32AOA,ASHB,64873764407.0764
NEWY32AOA,CLEV,56415.3766666667
NEWY32AOA,HART2,31651866220.6428
NEWY32AOA,PHIL,11624411721.1022
PENS,HOUH,3122365844.35289
PENS,JACK,1724401256.07646
PHIL,ASHB,19397273737.15
PHIL,NEWY32AOA,1590700260.37111
PHOE,LOSA,2509567410.51201
PHOE,TUCS,210560670.201686
PITT,ASHB,13801956600.9901
PITT,CLEV,1543304136.23372
PORT,SACR,163648884.097778
PORT,SEAT,1010763807.03333
RALE,ASHB,37722165959.7814
RALE,CHAR,8389264527.46319
SACR,PORT,288468510.321111
SACR,SALT,15876120388.4067
SACR,SEAT,6675266344.13618
SACR,SUNN,12655764531.42032
SALT,BOIS,958413261.047778
SALT,DENV,39780522259.781204
SALT,LASV,3488028913.58778
SALT,LOSA,41345686725.1122
SALT,SACR,7093967195.10445
SALT,SEAT,32859064470.56
SANJ,SUNN,27089513001.454727
SEAT,BOIS,67513.8422222222
SEAT,FARG,0.0
SEAT,MISS,1165211072.72222
SEAT,PORT,2532684303.34778
SEAT,SACR,2171566834.28222
SEAT,SALT,17492687479.7555
STAR,CHIC,11867393340.0933
STAR,EQCH,40004765812.9989
SUNN,LOSA,12132171787.94335
SUNN,SACR,24501571480.27559
SUNN,SANJ,10129039748.792233
TOLE2,CLEV,2480748766.92444
TOLE2,EQCH,4902281776.77778
TUCS,ELPA,1439625984.14778
TUCS,PHOE,686901130.364444
TULS,DALL,2278050234.57
TULS,KANS,5020283135.89111
WASH,ASHB,64776100075.36545
