source_id,target_id,throughput
ALBA,BOST,66511970.6701222
ALBA,CLEV,24386019547.8516
ALBA,HART2,1914482350.3143
ALBA,HOLY,802987994.682924
ASHB,ATLA,9038410205.35485
ASHB,CLEV,72555446654.1635
ASHB,NEWY32AOA,41193044098.9338
ASHB,PHIL,17999006769.702
ASHB,PITT,3756721505.47397
ASHB,RALE,21251947141.3544
ASHB,WASH,42099941478.3931
ATLA,ASHB,33517855044.6161
ATLA,CHAR,1517317621.02667
ATLA,JACK,6913023363.65444
ATLA,NASH,5639689199.9434395
BOIS,SALT,1539259683.32504
BOIS,SEAT,334619415.08432
BOST,ALBA,309306372.626332
BOST,BOST2,2830182152.31853
BOST2,BOST,5113391141.38445
BOST2,HART2,33314413424.4922
BOST2,HOLY,57070.6644444444
CHAR,ATLA,2248816361.68757
CHAR,RALE,15978381237.4865
CHIC,CINC,18769380712.6117
CHIC,EQCH,48830784354.318695
CHIC,INDI,7180194946.70845
CHIC,KANS,101110977593.73819
CHIC,STAR,12556370192.8493
CINC,CHIC,8604350910.53758
CINC,CLEV,6919219609.52111
CINC,INDI,4781471027.09222
CINC,LOUI,225702.325194332
CINC,NASH,21200662494.78
CLEV,ALBA,25047554469.1513
CLEV,ASHB,43260042508.9729
CLEV,CINC,19616860464.7034
CLEV,EQCH,83611687640.0296
CLEV,NEWY32AOA,57102.7782403871
CLEV,PITT,3278165778.46207
CLEV,TOLE2,3145520792.52452
DALL,DALL3,19728410173.89444
DALL,HOUS,25782590896.0434
DALL,KANS,38888607456.0722
DALL,TULS,5538344235.17334
DALL3,DALL,57772387234.32776
DENV,ELPA,1799729815.8145661
DENV,KANS,58184651069.479904
DENV,SALT,77024071079.53079
ELPA,DENV,422819543.0175255
ELPA,HOUS,6420525926.13804
ELPA,LOSA,6969871867.19298
ELPA,TUCS,2693679576.89556
EQCH,CHIC,101707792620.7644
EQCH,CLEV,72286348988.7934
EQCH,MINN,6232143108.06778
EQCH,STAR,67719358864.56002
EQCH,TOLE2,2692870419.08556
FARG,MINN,0.0
FARG,SEAT,0.0
HART2,ALBA,1870730022.35445
HART2,BOST2,24239493541.2189
HART2,NEWY32AOA,44289187510.47
HOLY,ALBA,1066504502.64222
HOLY,BOST2,56935.4433333333
HOUH,HOUS,8381427342.08
HOUH,PENS,1822598778.63778
HOUS,DALL,7849420900.15119
HOUS,ELPA,8339623501.93467
HOUS,HOUH,12205309041.8256
HOUS,JCSN,2276928470.8401
HOUS,NASH,7608436658.16778
INDI,CHIC,1161267742.57111
INDI,CINC,72008946.4288888
JACK,ATLA,5803421122.00333
JACK,PENS,2793854561.38889
JCSN,HOUS,110649900.002222
JCSN,NASH,495033.845555555
KANS,CHIC,64826634239.3186
KANS,DALL,24272551776.7515
KANS,DENV,81409680828.1227
KANS,MINN,502900717.327778
KANS,TULS,10916686964.4867
LASV,LOSA,2902193452.63871
LASV,SALT,348894127.367065
LOSA,ELPA,4782345543.03556
LOSA,LASV,12754983160.8467
LOSA,LOSA2,31375895666.51622
LOSA,PHOE,14110111209.7432
LOSA,SALT,25340482316.9567
LOSA,SUNN,8862876967.54628
LOSA2,LOSA,38357754741.160065
LOUI,CINC,524852.78
LOUI,NASH,69293187.98
MINN,EQCH,3407118262.34269
MINN,FARG,612325680.980538
MINN,KANS,692320598.611059
MINN,MISS,564878761.998168
MISS,MINN,30968417.3022222
MISS,SEAT,735013013.854445
NASH,ATLA,4573390997.573449
NASH,CINC,10168742995.7842
NASH,HOUS,4841776889.43264
NASH,JCSN,167506.955634187
NASH,LOUI,545207556.701712
NEWY32AOA,ASHB,54915243864.2896
NEWY32AOA,CLEV,56429.1855555556
NEWY32AOA,HART2,25064259706.3785
NEWY32AOA,PHIL,7166479531.44
PENS,HOUH,2885012743.05715
PENS,JACK,1776488196.70992
PHIL,ASHB,16596008210.6444
PHIL,NEWY32AOA,1640182033.84778
PHOE,LOSA,1443442187.56611
PHOE,TUCS,286040485.583829
PITT,ASHB,8806156276.66272
PITT,CLEV,1688968106.35384
PORT,SACR,320369415.968706
PORT,SEAT,1187282453.7601
RALE,ASHB,23572011914.4278
RALE,CHAR,5227572972.02
SACR,PORT,3581742221.33556
SACR,SALT,11987635543.3767
SACR,SEAT,12921188660.0589
SACR,SUNN,17313241018.76331
SALT,BOIS,1521977749.57111
SALT,DENV,41523107267.2189
SALT,LASV,3760888661.84111
SALT,LOSA,38993961334.6144
SALT,SACR,7648324588.95889
SALT,SEAT,32129603664.1011
SANJ,SUNN,31173915681.38542
SEAT,BOIS,67265.7111111111
SEAT,FARG,0.0
SEAT,MISS,1477417438.59333
SEAT,PORT,3404982533.48778
SEAT,SACR,4462665579.97111
SEAT,SALT,13257789563.7889
STAR,CHIC,19452062400.5689
STAR,EQCH,44846721374.3011
SUNN,LOSA,16119969709.07333
SUNN,SACR,32299321083.9745
SUNN,SANJ,13463045183.383337
TOLE2,CLEV,2075146241.8
TOLE2,EQCH,4800005358.33889
TUCS,ELPA,2065328139.69445
TUCS,PHOE,1080348287.43667
TULS,DALL,2089679110.27
TULS,KANS,5118440002.79667
WASH,ASHB,56913848832.49997
