source_id,target_id,throughput
ALBA,BOST,23944775.2598167
ALBA,CLEV,9258463453.11648
ALBA,HART2,2125219904.86024
ALBA,HOLY,944928012.712981
ASHB,ATLA,2877322268.98993
ASHB,CLEV,54854469154.11549
ASHB,NEWY32AOA,20915006605.32
ASHB,PHIL,5958464655.67819
ASHB,PITT,2525381164.83222
ASHB,RALE,7902806352.09333
ASHB,WASH,14396798280.27615
ATLA,ASHB,14011645041.6811
ATLA,CHAR,983215941.116454
ATLA,JACK,6202339250.45781
ATLA,NASH,6969139422.700951
BOIS,SALT,1320232129.85444
BOIS,SEAT,90416428.0832569
BOST,ALBA,173888485.09234
BOST,BOST2,1960423375.90273
BOST2,BOST,1728098560.74093
BOST2,HART2,17986272230.3479
BOST2,HOLY,56951.6959798134
CHAR,ATLA,3027612072.38555
CHAR,RALE,23996203838.9011
CHIC,CINC,7480035944.6211
CHIC,EQCH,58683608876.1411
CHIC,INDI,3314390657.27667
CHIC,KANS,74898988634.31
CHIC,STAR,6335975411.48222
CINC,CHIC,10415350720.6573
CINC,CLEV,5058157239.89667
CINC,INDI,2812033139.76556
CINC,LOUI,254806.763990918
CINC,NASH,12332061378.9578
CLEV,ALBA,35765000427.6333
CLEV,ASHB,30323335177.5029
CLEV,CINC,9464425563.83606
CLEV,EQCH,67050744379.081406
CLEV,NEWY32AOA,56825.3358185368
CLEV,PITT,977538045.516528
CLEV,TOLE2,800305327.548889
DALL,DALL3,8978982870.954948
DALL,HOUS,6941196912.253099
DALL,KANS,19302071510.9194
DALL,TULS,2178605904.22111
DALL3,DALL,11421082016.583332
DENV,ELPA,803332575.585269
DENV,KANS,50266654446.8981
DENV,SALT,74876097691.0205
ELPA,DENV,227540874.5677607
ELPA,HOUS,5018286459.506944
ELPA,LOSA,8161179769.98148
ELPA,TUCS,1897517870.51333
EQCH,CHIC,62537647935.1192
EQCH,CLEV,67108997053.965195
EQCH,MINN,1435087151.265425
EQCH,STAR,18394938613.41715
EQCH,TOLE2,881646605.454445
FARG,MINN,0.0
FARG,SEAT,0.0
HART2,ALBA,1742897306.95444
HART2,BOST2,9456068770.2411
HART2,NEWY32AOA,25801553081.2322
HOLY,ALBA,797541395.731112
HOLY,BOST2,56948.7644444445
HOUH,HOUS,6821729115.15889
HOUH,PENS,1107754646.73111
HOUS,DALL,5547140875.01222
HOUS,ELPA,9338069045.96111
HOUS,HOUH,5971869445.85222
HOUS,JCSN,675911073.736667
HOUS,NASH,3285523445.45778
INDI,CHIC,1088636906.72
INDI,CINC,606239455.751111
JACK,ATLA,4820943463.93
JACK,PENS,3212296312.21778
JCSN,HOUS,73568616.1744316
JCSN,NASH,626168800.466468
KANS,CHIC,62205008319.0156
KANS,DALL,9680721254.19111
KANS,DENV,72138736522.9609
KANS,MINN,80692056.4803124
KANS,TULS,6205976810.8993
LASV,LOSA,350229896.68544
LASV,SALT,80448704.146352
LOSA,ELPA,3011727960.05556
LOSA,LASV,3146422671.79222
LOSA,LOSA2,31372530737.612274
LOSA,PHOE,1688660957.99
LOSA,SALT,24612114621.5467
LOSA,SUNN,7869095842.59667
LOSA2,LOSA,8073402511.708889
LOUI,CINC,577494.971111111
LOUI,NASH,89884599.1833334
MINN,EQCH,872344075.490226
MINN,FARG,1178206593.38854
MINN,KANS,171203748.421981
MINN,MISS,99654239.9018717
MISS,MINN,8346905.73111111
MISS,SEAT,565839737.868889
NASH,ATLA,4374478912.610068
NASH,CINC,5005952384.93637
NASH,HOUS,5682286801.79154
NASH,JCSN,365869561.278806
NASH,LOUI,50784544.3860673
NEWY32AOA,ASHB,37986973702.2478
NEWY32AOA,CLEV,56429.9755555555
NEWY32AOA,HART2,15402034120.5376
NEWY32AOA,PHIL,1563386378.02667
PENS,HOUH,3277495331.31982
PENS,JACK,1012420489.63288
PHIL,ASHB,15452176322.6078
PHIL,NEWY32AOA,107713424.243333
PHOE,LOSA,866221503.442222
PHOE,TUCS,258829552.693333
PITT,ASHB,9928313121.14315
PITT,CLEV,983006040.699231
PORT,SACR,630020161.374444
PORT,SEAT,949331107.170001
RALE,ASHB,31035440280.9134
RALE,CHAR,3497701839.94977
SACR,PORT,101609401.565761
SACR,SALT,6759674800.3534
SACR,SEAT,2786384669.86555
SACR,SUNN,22316817929.62018
SALT,BOIS,3477254213.65222
SALT,DENV,39104518827.462234
SALT,LASV,1270440369.35556
SALT,LOSA,44315437778.6144
SALT,SACR,8870543038.88778
SALT,SEAT,23880370302.3944
SANJ,SUNN,6586671555.729145
SEAT,BOIS,71620.36
SEAT,FARG,0.0
SEAT,MISS,472134337.345556
SEAT,PORT,1375588986.07111
SEAT,SACR,8357381138.70556
SEAT,SALT,7794772029.77778
STAR,CHIC,10737612506.9189
STAR,EQCH,34016756951.37776
SUNN,LOSA,8104430495.55
SUNN,SACR,9134259067.99444
SUNN,SANJ,17276854895.29222
TOLE2,CLEV,1024078332.21889
TOLE2,EQCH,4602306656.10889
TUCS,ELPA,2245166922.29778
TUCS,PHOE,728779629.49
TULS,DALL,863902574.748889
TULS,KANS,8051544572.5311
WASH,ASHB,29648686205.78924
