source_id,target_id,throughput
ALBA,BOST,188718028.512143
ALBA,CLEV,20482719377.2804
ALBA,HART2,3947989647.25759
ALBA,HOLY,1260080817.70925
ASHB,ATLA,17919070109.1251
ASHB,CLEV,97523583179.4354
ASHB,NEWY32AOA,51340544015.8201
ASHB,PHIL,31872390860.1741
ASHB,PITT,6147038984.22893
ASHB,RALE,39189794737.99
ASHB,WASH,42666702018.87882
ATLA,ASHB,26110307938.2772
ATLA,CHAR,2731373317.81353
ATLA,JACK,8772469934.08163
ATLA,NASH,5613354297.58304
BOIS,SALT,2613760460.7645
BOIS,SEAT,324398359.134617
BOST,ALBA,279374954.14818
BOST,BOST2,3797891843.67609
BOST2,BOST,11673629905.3524
BOST2,HART2,30921239030.2929
BOST2,HOLY,56987.7935236484
CHAR,ATLA,1617861573.02778
CHAR,RALE,32250959213.0911
CHIC,CINC,34991956162.8728
CHIC,EQCH,64675398609.4699
CHIC,INDI,11600310364.1783
CHIC,KANS,106429729200.574
CHIC,STAR,8939172181.20721
CINC,CHIC,11663952102.572
CINC,CLEV,16923932491.471
CINC,INDI,5946928011.992
CINC,LOUI,234175.085883055
CINC,NASH,36586768195.5897
CLEV,ALBA,22658258359.7722
CLEV,ASHB,52060059224.49361
CLEV,CINC,35625022305.1237
CLEV,EQCH,89590701501.03949
CLEV,NEWY32AOA,56859.8858266898
CLEV,PITT,3781417564.73569
CLEV,TOLE2,1156659363.60834
DALL,DALL3,25317812887.02665
DALL,HOUS,30250595558.9147
DALL,KANS,44627209754.9957
DALL,TULS,7214990946.52
DALL3,DALL,70904009039.62509
DENV,ELPA,872570793.874997
DENV,KANS,63215000246.332794
DENV,SALT,86237399318.3841
ELPA,DENV,197631329.9632673
ELPA,HOUS,7830622502.900499
ELPA,LOSA,6524164577.87849
ELPA,TUCS,1594441162.96889
EQCH,CHIC,128192327089.24991
EQCH,CLEV,83900096545.06729
EQCH,MINN,5396509100.071817
EQCH,STAR,51369972138.912384
EQCH,TOLE2,4199870529.15445
FARG,MINN,0.0
FARG,SEAT,0.0
HART2,ALBA,2438257076.12556
HART2,BOST2,35002884015.65
HART2,NEWY32AOA,43063431029.6411
HOLY,ALBA,1725677587.13445
HOLY,BOST2,56964.9677777778
HOUH,HOUS,18972170126.0289
HOUH,PENS,2360489749.98334
HOUS,DALL,9867654695.28556
HOUS,ELPA,7243416087.396669
HOUS,HOUH,12335616532.0244
HOUS,JCSN,2389088936.76111
HOUS,NASH,20991057748.51
INDI,CHIC,1871400393.31222
INDI,CINC,277125516.12
JACK,ATLA,7374865922.27778
JACK,PENS,2761366813.62555
JCSN,HOUS,326616916.914002
JCSN,NASH,508877.549947498
KANS,CHIC,70254247151.5329
KANS,DALL,26429930249.4896
KANS,DENV,83728217054.3216
KANS,MINN,754797337.495502
KANS,TULS,13091017742.862
LASV,LOSA,2032809295.54412
LASV,SALT,248840187.778917
LOSA,ELPA,6453971701.8325
LOSA,LASV,13401669993.6864
LOSA,LOSA2,34065821678.859512
LOSA,PHOE,13283578281.2119
LOSA,SALT,18844322338.1815
LOSA,SUNN,7726066898.64333
LOSA2,LOSA,36712089907.36556
LOUI,CINC,542014.173965506
LOUI,NASH,94139414.4592669
MINN,EQCH,4369612917.752534
MINN,FARG,743550953.893149
MINN,KANS,1237824100.32599
MINN,MISS,452455612.137896
MISS,MINN,33703866.4911111
MISS,SEAT,508573075.584445
NASH,ATLA,4824117245.16437
NASH,CINC,20584871139.7193
NASH,HOUS,4561057462.91889
NASH,JCSN,169812.8783108
NASH,LOUI,726548229.746536
NEWY32AOA,ASHB,63811750635.025
NEWY32AOA,CLEV,56438.1844444444
NEWY32AOA,HART2,36537543899.5455
NEWY32AOA,PHIL,12411381707.83
PENS,HOUH,2807699257.26875
PENS,JACK,2344882270.66272
PHIL,ASHB,19315662954.6589
PHIL,NEWY32AOA,2142495174.74222
PHOE,LOSA,3992869221.74857
PHOE,TUCS,197277317.034128
PITT,ASHB,13491916234.296
PITT,CLEV,1572401822.00896
PORT,SACR,242804736.248497
PORT,SEAT,1235576213.99543
RALE,ASHB,40795093730.8429
RALE,CHAR,8414735995.76525
SACR,PORT,497407244.22472
SACR,SALT,15254288222.5902
SACR,SEAT,9850073303.14445
SACR,SUNN,16901860637.48608
SALT,BOIS,1418689512.10333
SALT,DENV,41432276924.7367
SALT,LASV,3242269359.14889
SALT,LOSA,42934551258.6255
SALT,SACR,9449288232.52332
SALT,SEAT,34430301180.9678
SANJ,SUNN,33539947961.98429
SEAT,BOIS,67690.1588888889
SEAT,FARG,0.0
SEAT,MISS,1383204855.13333
SEAT,PORT,2938180271.15778
SEAT,SACR,3122451518.85
SEAT,SALT,17312896856.9767
STAR,CHIC,14728093167.9467
STAR,EQCH,41507828169.5067
SUNN,LOSA,16132295653.19997
SUNN,SACR,28507960562.3745
SUNN,SANJ,12506214489.803343
TOLE2,CLEV,2041134806.86
TOLE2,EQCH,4592898650.70889
TUCS,ELPA,1575405166.32889
TUCS,PHOE,944534439.090001
TULS,DALL,2604608122.96556
TULS,KANS,5257449412.45111
WASH,ASHB,61197704489.76316
