source_id,target_id,throughput
ALBA,BOST,55631870.7867344
ALBA,CLEV,5365840697.60082
ALBA,HART2,725269319.785144
ALBA,HOLY,294712501.822482
ASHB,ATLA,5074666008.42607
ASHB,CLEV,86685724678.3112
ASHB,NEWY32AOA,31049677499.4468
ASHB,PHIL,19244061478.5392
ASHB,PITT,4863582599.04891
ASHB,RALE,20697884399.1365
ASHB,WASH,27541072778.83859
ATLA,ASHB,24152975094.4042
ATLA,CHAR,3426402999.90889
ATLA,JACK,4675278451.19222
ATLA,NASH,7823317906.46416
BOIS,SALT,3332697330.22148
BOIS,SEAT,258405245.934372
BOST,ALBA,175477624.866765
BOST,BOST2,7567317566.16772
BOST2,BOST,4303573979.63889
BOST2,HART2,14127062319.5733
BOST2,HOLY,57048.55
CHAR,ATLA,3107468919.00222
CHAR,RALE,20454443598.6033
CHIC,CINC,19350678262.1289
CHIC,EQCH,34418378464.892
CHIC,INDI,5452911194.82809
CHIC,KANS,48770474578.71565
CHIC,STAR,6579956166.71556
CINC,CHIC,5888675029.45317
CINC,CLEV,38799022097.8011
CINC,INDI,6219656445.98778
CINC,LOUI,201066.39759883
CINC,NASH,75697458564.1622
CLEV,ALBA,6757693252.03
CLEV,ASHB,50763605809.75331
CLEV,CINC,73701640464.0789
CLEV,EQCH,35556541917.3477
CLEV,NEWY32AOA,57036.3566666667
CLEV,PITT,3448748854.27556
CLEV,TOLE2,1349226029.21444
DALL,DALL3,17165322637.40161
DALL,HOUS,50859296815.3979
DALL,KANS,74856156850.7554
DALL,TULS,9992186191.69889
DALL3,DALL,49930258924.47543
DENV,ELPA,37041486081.77376
DENV,KANS,0.0
DENV,SALT,32124522892.01288
ELPA,DENV,36908474386.73777
ELPA,HOUS,110092268262.14932
ELPA,LOSA,63616701690.55
ELPA,TUCS,3357067920.97
EQCH,CHIC,54836464247.21451
EQCH,CLEV,29704251941.381203
EQCH,MINN,3090402074.965558
EQCH,STAR,35883255808.05889
EQCH,TOLE2,3216051500.98778
FARG,MINN,360425294.685556
FARG,SEAT,2548432295.48889
HART2,ALBA,1215829656.95222
HART2,BOST2,7655816940.94667
HART2,NEWY32AOA,24948054589.4645
HOLY,ALBA,592303973.17
HOLY,BOST2,56920.5966666667
HOUH,HOUS,9205064630.95889
HOUH,PENS,7052041450.20889
HOUS,DALL,61556499924.819954
HOUS,ELPA,103919646524.24896
HOUS,HOUH,14001146139.9833
HOUS,JCSN,4152661399.05445
HOUS,NASH,45439263633.8255
INDI,CHIC,1064321525.43556
INDI,CINC,1130296421.98667
JACK,ATLA,7848927327.35055
JACK,PENS,4001717649.8377
JCSN,HOUS,477380638.641696
JCSN,NASH,559336057.844162
KANS,CHIC,69379512217.04347
KANS,DALL,37603411037.8778
KANS,DENV,0.0
KANS,MINN,124231420.285267
KANS,TULS,8604159495.54316
LASV,LOSA,1627591378.06747
LASV,SALT,204785972.044125
LOSA,ELPA,70920285018.8566
LOSA,LASV,16760953567.0956
LOSA,LOSA2,28242990282.874233
LOSA,PHOE,8529822041.53788
LOSA,SALT,7621012221.59489
LOSA,SUNN,19967427871.17208
LOSA2,LOSA,33663910224.26512
LOUI,CINC,448917.99412211
LOUI,NASH,144899689.614335
MINN,EQCH,3108493737.1811056
MINN,FARG,2548256119.60778
MINN,KANS,70096774.1322222
MINN,MISS,533368321.792222
MISS,MINN,27384565.2877876
MISS,SEAT,626618003.53243
NASH,ATLA,5064843404.90173
NASH,CINC,42992067065.0233
NASH,HOUS,63929133268.0291
NASH,JCSN,651463716.158889
NASH,LOUI,334346352.249058
NEWY32AOA,ASHB,60446166532.1034
NEWY32AOA,CLEV,56437.9922222222
NEWY32AOA,HART2,8017845827.27333
NEWY32AOA,PHIL,5708444280.40889
PENS,HOUH,4014205695.72667
PENS,JACK,6940570167.46556
PHIL,ASHB,13035758687.9111
PHIL,NEWY32AOA,421863896.835555
PHOE,LOSA,2022539360.49111
PHOE,TUCS,289864105.785555
PITT,ASHB,9314373600.18667
PITT,CLEV,4173523928.85889
PORT,SACR,404849011.078889
PORT,SEAT,920968048.723334
RALE,ASHB,24392887232.5589
RALE,CHAR,6996243829.62889
SACR,PORT,571363842.716667
SACR,SALT,3391045849.82556
SACR,SEAT,11149741171.9944
SACR,SUNN,14613860926.76778
SALT,BOIS,2969091607.90556
SALT,DENV,18213851330.81
SALT,LASV,4218261812.55111
SALT,LOSA,7295775721.08667
SALT,SACR,831180204.884444
SALT,SEAT,27794980647.5733
SANJ,SUNN,23604993114.173927
SEAT,BOIS,95647.6944444445
SEAT,FARG,364864133.271111
SEAT,MISS,1175482354.67889
SEAT,PORT,4226531688.82667
SEAT,SACR,4587205973.87222
SEAT,SALT,14192898331.9067
STAR,CHIC,17935272527.3722
STAR,EQCH,54435410785.601105
SUNN,LOSA,27563008662.1644
SUNN,SACR,18852324677.12447
SUNN,SANJ,15691081862.70222
TOLE2,CLEV,2146646472.3
TOLE2,EQCH,3887560071.45333
TUCS,ELPA,2236642254.82667
TUCS,PHOE,2420404158.70111
TULS,DALL,6940609358.91749
TULS,KANS,5184355645.93713
WASH,ASHB,43776801849.92275
