source_id,target_id,throughput
ALBA,BOST,213531414.486667
ALBA,CLEV,8143648592.21222
ALBA,HART2,2469693855.12111
ALBA,HOLY,899528768.35
ASHB,ATLA,13224423688.7222
ASHB,CLEV,133716631356.7236
ASHB,NEWY32AOA,47984352071.0411
ASHB,PHIL,31230021986.6467
ASHB,PITT,7014280008.51778
ASHB,RALE,91423738981.0699
ASHB,WASH,52619800684.664505
ATLA,ASHB,40666052436.8178
ATLA,CHAR,3583677019.42
ATLA,JACK,15025927915.0011
ATLA,NASH,9318287638.14
BOIS,SALT,2351665336.23667
BOIS,SEAT,226018312.747778
BOST,ALBA,334479658.882222
BOST,BOST2,3559901713.29444
BOST2,BOST,12162666867.1133
BOST2,HART2,16422901427.5578
BOST2,HOLY,57053.8111111111
CHAR,ATLA,1820177976.75556
CHAR,RALE,30581716336.2433
CHIC,CINC,62869143356.4855
CHIC,EQCH,84184526247.83441
CHIC,INDI,19821352716.5711
CHIC,KANS,136141476992.72339
CHIC,STAR,41469828254.8767
CINC,CHIC,23382670952.2433
CINC,CLEV,7454508370.64445
CINC,INDI,8552655004.83666
CINC,LOUI,1471053712.85778
CINC,NASH,54798708215.0945
CLEV,ALBA,7064690954.97889
CLEV,ASHB,63083321319.2022
CLEV,CINC,56330379701.7755
CLEV,EQCH,95924738422.1989
CLEV,NEWY32AOA,57028.3366666667
CLEV,PITT,7385710782.08222
CLEV,TOLE2,1076238529.31111
DALL,DALL3,32750162929.439972
DALL,HOUS,54256346874.6877
DALL,KANS,60308590363.0655
DALL,TULS,4660095083.15667
DALL3,DALL,103966769486.4967
DENV,ELPA,1199751769.247779
DENV,KANS,88089195280.25659
DENV,SALT,98254426190.23999
ELPA,DENV,1401656419.482222
ELPA,HOUS,8244237692.32
ELPA,LOSA,7893416132.97778
ELPA,TUCS,3364094220.66111
EQCH,CHIC,184903007599.6489
EQCH,CLEV,93730824533.4366
EQCH,MINN,4826227226.811111
EQCH,STAR,75367571359.09996
EQCH,TOLE2,1882120370.62556
FARG,MINN,778597471.281111
FARG,SEAT,3326572152.98667
HART2,ALBA,2847374554.31444
HART2,BOST2,22255608101.1333
HART2,NEWY32AOA,31955119934.75
HOLY,ALBA,1627424994.58556
HOLY,BOST2,56942.05
HOUH,HOUS,13088290224.2089
HOUH,PENS,2895797916.36778
HOUS,DALL,15958341412.97889
HOUS,ELPA,10174849076.59334
HOUS,HOUH,22073438409.7033
HOUS,JCSN,4241174690.33666
HOUS,NASH,10701039388.0433
INDI,CHIC,2861800823.50111
INDI,CINC,608690631.623334
JACK,ATLA,13793527455.7223
JACK,PENS,4784888282.2268
JCSN,HOUS,149621178.845555
JCSN,NASH,1337736257.16
KANS,CHIC,85833241530.4377
KANS,DALL,38726576783.9867
KANS,DENV,98424023294.28
KANS,MINN,278967147.804444
KANS,TULS,25624879798.6867
LASV,LOSA,2801433482.83111
LASV,SALT,317715597.326667
LOSA,ELPA,7146921938.67111
LOSA,LASV,28693630222.0545
LOSA,LOSA2,33143149507.001087
LOSA,PHOE,15460223980.2767
LOSA,SALT,32849156002.7722
LOSA,SUNN,9839855930.44334
LOSA2,LOSA,50432503933.5744
LOUI,CINC,188349045.023334
LOUI,NASH,106713230.806667
MINN,EQCH,4816566568.208885
MINN,FARG,3326576728.43222
MINN,KANS,90470506.9944444
MINN,MISS,518493264.367778
MISS,MINN,26196568.6488889
MISS,SEAT,591369932.221111
NASH,ATLA,12235434357.97222
NASH,CINC,15226169529.4822
NASH,HOUS,7039649591.36777
NASH,JCSN,2820612155.19
NASH,LOUI,630399618.785555
NEWY32AOA,ASHB,92531921406.9489
NEWY32AOA,CLEV,56436.1333333333
NEWY32AOA,HART2,24429562966.2122
NEWY32AOA,PHIL,11089657403.0667
PENS,HOUH,4809835607.13778
PENS,JACK,2838593211.93111
PHIL,ASHB,20674340066.1011
PHIL,NEWY32AOA,561587716.004444
PHOE,LOSA,1541951650.96555
PHOE,TUCS,1256539729.84889
PITT,ASHB,14325001085.7945
PITT,CLEV,2658441617.07667
PORT,SACR,245914510.093333
PORT,SEAT,1150434738.42889
RALE,ASHB,42279485672.2944
RALE,CHAR,25977029340.2678
SACR,PORT,758209516.165555
SACR,SALT,21840514879.8056
SACR,SEAT,11468584805.9089
SACR,SUNN,20904888105.04779
SALT,BOIS,1517396106.35333
SALT,DENV,62146461887.3511
SALT,LASV,12273981363.1422
SALT,LOSA,46307893626.8855
SALT,SACR,11374141228.4533
SALT,SEAT,40187763547.6556
SANJ,SUNN,54827591948.566635
SEAT,BOIS,69857.9677777778
SEAT,FARG,784318197.211111
SEAT,MISS,1806771533.90778
SEAT,PORT,2830075034.32556
SEAT,SACR,4340852206.77
SEAT,SALT,30542095272.7211
STAR,CHIC,18660151977.7467
STAR,EQCH,41415854390.76109
SUNN,LOSA,25501097339.75778
SUNN,SACR,42408585757.43
SUNN,SANJ,14870661071.865551
TOLE2,CLEV,812923291.264445
TOLE2,EQCH,5750831676.59778
TUCS,ELPA,2522670605.83667
TUCS,PHOE,2270701583.23889
TULS,DALL,2754267951.99036
TULS,KANS,8505991826.70793
WASH,ASHB,55924997856.70013
