source_id,target_id,throughput
ALBA,BOST,135152412.95809
ALBA,CLEV,21354064571.6769
ALBA,HART2,2647589994.36003
ALBA,HOLY,1137913302.04376
ASHB,ATLA,13724109280.07
ASHB,CLEV,97817876983.7267
ASHB,NEWY32AOA,49478869193.9197
ASHB,PHIL,31015657182.7101
ASHB,PITT,6207553579.98336
ASHB,RALE,41406942393.0638
ASHB,WASH,43052520462.704445
ATLA,ASHB,26339219854.3198
ATLA,CHAR,2400941515.88889
ATLA,JACK,10084803608.49
ATLA,NASH,5291189243.1685295
BOIS,SALT,6311073217.20178
BOIS,SEAT,404230435.285624
BOST,ALBA,264168362.162558
BOST,BOST2,3330365655.39078
BOST2,BOST,10313567939.6311
BOST2,HART2,28159353351.1711
BOST2,HOLY,57054.0788888889
CHAR,ATLA,1478583328.87778
CHAR,RALE,31977340948.23
CHIC,CINC,33763973778.2248
CHIC,EQCH,70335392750.35971
CHIC,INDI,10354144825.0936
CHIC,KANS,114873182625.4796
CHIC,STAR,13867299197.3715
CINC,CHIC,11745842267.1154
CINC,CLEV,16348040956.5911
CINC,INDI,5130555933.90111
CINC,LOUI,233997.907729671
CINC,NASH,34518113912.1522
CLEV,ALBA,17694283526.4622
CLEV,ASHB,55123085841.9504
CLEV,CINC,33085346522.6738
CLEV,EQCH,91305980240.8573
CLEV,NEWY32AOA,56930.8198710558
CLEV,PITT,3781694212.71056
CLEV,TOLE2,2820125885.00211
DALL,DALL3,25452534257.731102
DALL,HOUS,29955692784.3134
DALL,KANS,47616608994.6967
DALL,TULS,7615645490.64778
DALL3,DALL,73444967616.06998
DENV,ELPA,2095477995.4502268
DENV,KANS,73539856066.3071
DENV,SALT,90884236286.4751
ELPA,DENV,440207660.07006
ELPA,HOUS,8384091552.92
ELPA,LOSA,6503730541.17424
ELPA,TUCS,2411158282.97111
EQCH,CHIC,131337898338.4178
EQCH,CLEV,84341671844.8623
EQCH,MINN,5279441002.041115
EQCH,STAR,52229457540.31779
EQCH,TOLE2,4807193006.66444
FARG,MINN,0.0
FARG,SEAT,0.0
HART2,ALBA,2310342859.84889
HART2,BOST2,28667578500.28
HART2,NEWY32AOA,42353511914.2756
HOLY,ALBA,1717255619.61334
HOLY,BOST2,56950.2522222222
HOUH,HOUS,18929008790.2022
HOUH,PENS,2869054005.91
HOUS,DALL,10330316408.64555
HOUS,ELPA,7233125060.42445
HOUS,HOUH,12534948641.0311
HOUS,JCSN,2623003313.97
HOUS,NASH,19184600800.6467
INDI,CHIC,1706655474.82778
INDI,CINC,185505894.658889
JACK,ATLA,6452413095.79555
JACK,PENS,3866144981.96111
JCSN,HOUS,140399913.821301
JCSN,NASH,508731.422881021
KANS,CHIC,79175076909.74231
KANS,DALL,27444530219.766
KANS,DENV,91682505800.84201
KANS,MINN,635177416.102222
KANS,TULS,13011566689.0445
LASV,LOSA,2725301787.91786
LASV,SALT,339918824.962043
LOSA,ELPA,6874268385.16889
LOSA,LASV,14223769809.1789
LOSA,LOSA2,36339258162.10182
LOSA,PHOE,17157580050.4779
LOSA,SALT,19649004020.1327
LOSA,SUNN,7170555516.077169
LOSA2,LOSA,43396028419.18779
LOUI,CINC,540295.25
LOUI,NASH,92626498.4355555
MINN,EQCH,4364855041.474403
MINN,FARG,812944257.290429
MINN,KANS,1274643023.658
MINN,MISS,559234563.32303
MISS,MINN,29970117.9311111
MISS,SEAT,871556906.442222
NASH,ATLA,7112665427.58452
NASH,CINC,18808490491.9497
NASH,HOUS,4242526020.43778
NASH,JCSN,169453.553720629
NASH,LOUI,704902231.04
NEWY32AOA,ASHB,62091129534.3199
NEWY32AOA,CLEV,56417.6377777778
NEWY32AOA,HART2,29309168481.0322
NEWY32AOA,PHIL,12025374649.5989
PENS,HOUH,3849537787.07276
PENS,JACK,2815727341.96152
PHIL,ASHB,19177842251.7867
PHIL,NEWY32AOA,1821491687.76667
PHOE,LOSA,4447228556.79381
PHOE,TUCS,376566161.714808
PITT,ASHB,12987495436.4798
PITT,CLEV,1642991665.65484
PORT,SACR,364556199.078831
PORT,SEAT,1370747501.71102
RALE,ASHB,40416437162.8056
RALE,CHAR,8449262145.78889
SACR,PORT,742407235.988889
SACR,SALT,15164362845.8644
SACR,SEAT,11295412745.0044
SACR,SUNN,20710354307.18227
SALT,BOIS,1712189909.42333
SALT,DENV,44821641258.4489
SALT,LASV,3387672689.0
SALT,LOSA,43256954036.2589
SALT,SACR,10798040509.2389
SALT,SEAT,37306309652.8944
SANJ,SUNN,34712800582.45884
SEAT,BOIS,67052.2377777778
SEAT,FARG,0.0
SEAT,MISS,1635571827.55778
SEAT,PORT,3012993026.40556
SEAT,SACR,3966082428.30778
SEAT,SALT,17070899458.8078
STAR,CHIC,18628625787.4689
STAR,EQCH,36692143499.36781
SUNN,LOSA,19775717622.18666
SUNN,SACR,30513822535.2212
SUNN,SANJ,14411214165.807772
TOLE2,CLEV,2046010632.37556
TOLE2,EQCH,4608172645.68
TUCS,ELPA,1947078215.29555
TUCS,PHOE,1353495489.96667
TULS,DALL,2217379723.20444
TULS,KANS,5827088422.99445
WASH,ASHB,63083903162.4005
