source_id,target_id,rtt
6788,6878,37.734776
6402,6878,49.231892
7064,6878,47.624928
6845,6878,62.357727
6956,6878,36.070813
6800,6878,32.43359
6323,6878,56.586355
6544,6878,35.155069
7175,6878,32.119684
6453,6878,46.120136
6475,6878,50.557071
6510,6878,61.88676
6669,6878,8.776362
6417,6878,65.05593
6335,6878,10.88246
7236,6878,48.19778
6538,6878,64.920616
6624,6878,128.653918
6414,6878,56.514945
7066,6878,29.777795
6623,6878,26.248039
6844,6878,58.651036
6852,6878,56.31446
7123,6878,
6829,6878,55.858269
6225,6878,37.210726
6340,6878,37.631863
6448,6878,44.881948
6714,6878,48.314764
6545,6878,42.134706
6722,6878,
6248,6878,26.996733
6952,6878,37.727442
6251,6878,30.290115
6658,6878,67.389442
6936,6878,142.267036
6734,6878,35.671267
7210,6878,196.81902
6426,6878,37.248685
6965,6878,40.56163
6740,6878,65.340943
6198,6878,12.542007
6245,6878,43.111841
6942,6878,18.397878
6269,6878,39.533475
6864,6878,
6049,6878,25.216489
6350,6878,
7171,6878,52.116405
7173,6878,70.982803
7130,6878,45.741709
6536,6878,49.692596
7084,6878,
6382,6878,35.403493
6441,6878,35.87728
6423,6878,42.189354
6512,6878,37.704777
6446,6878,34.274469
6501,6878,41.140219
6695,6878,36.087255
6552,6878,43.718694
6647,6878,40.367436
6674,6878,
6609,6878,35.505314
7125,6878,39.076274
7132,6878,72.240551
7254,6878,37.550867
6716,6878,51.806235
6295,6878,
6741,6878,72.398157
6327,6878,45.026605
6094,6878,33.429623
6424,6878,32.71309
6435,6878,49.980435
6496,6878,54.398661
6235,6878,
6654,6878,33.980977
6675,6878,40.422969
6762,6878,69.074174
6509,6878,57.326032
6895,6878,
6316,6878,36.748499
7085,6878,36.883784
7110,6878,68.291109
6276,6878,46.727165
7181,6878,56.274468
7212,6878,
6438,6878,46.367008
7213,6878,34.481744
6541,6878,41.515398
6604,6878,56.934299
7086,6878,76.691537
6352,6878,58.492148
6042,6878,20.769804
6328,6878,61.99571
7089,6878,67.708595
7051,6878,56.920272
6120,6878,41.297561
6476,6878,32.285959
6686,6878,28.701819
6959,6878,39.546169
7083,6878,38.899263
7013,6878,31.59463
6635,6878,35.493208
6737,6878,33.390781
7005,6878,30.055765
6025,6878,31.029055
6278,6878,37.826283
6043,6878,40.026402
6320,6878,46.582972
6430,6878,42.689056
6494,6878,
6513,6878,46.213955
6696,6878,58.930392
6443,6878,46.654969
6648,6878,45.894965
6717,6878,48.500551
6728,6878,40.353583
6736,6878,40.190983
6823,6878,42.008368
7101,6878,32.830044
6873,6878,48.817851
6921,6878,36.353052
6949,6878,35.06849
7000,6878,44.498056
7122,6878,33.462914
7042,6878,33.388265
7071,6878,38.576849
6081,6878,41.405202
6117,6878,35.042615
6202,6878,21.716931
7048,6878,51.081399
6213,6878,
7136,6878,42.552605
6239,6878,37.685301
6272,6878,31.531284
6250,6878,29.808996
6313,6878,23.022381
6336,6878,23.224338
6346,6878,23.764845
6396,6878,28.585385
6387,6878,24.035319
6385,6878,29.067514
6548,6878,30.663982
6357,6878,29.794925
6531,6878,33.882121
6550,6878,35.027178
6558,6878,32.81533
6679,6878,34.208167
6715,6878,50.304804
6576,6878,
6761,6878,31.017702
6787,6878,38.299131
6789,6878,27.470178
6812,6878,33.991305
6806,6878,34.970235
6826,6878,27.335319
6813,6878,33.493959
6814,6878,25.820397
6824,6878,29.726483
6838,6878,29.429375
6858,6878,32.601375
6869,6878,33.745518
6908,6878,28.947091
6922,6878,31.191813
7006,6878,27.83381
7012,6878,30.693314
7034,6878,
7022,6878,35.722037
7096,6878,33.31384
7208,6878,34.085446
6518,6878,
6082,6878,29.965132
7054,6878,
6249,6878,29.448289
7151,6878,34.120921
6237,6878,28.868
6267,6878,35.333773
6342,6878,36.062214
6374,6878,35.441635
6511,6878,28.713417
6514,6878,31.75278
6567,6878,33.258317
6630,6878,31.067383
6862,6878,34.147574
6655,6878,31.373687
6863,6878,33.734627
6877,6878,35.866441
7231,6878,29.717385
6268,6878,32.352919
6390,6878,34.879058
6445,6878,32.706093
6490,6878,29.665697
6632,6878,34.457267
6520,6878,33.520818
6523,6878,34.589223
6780,6878,30.572997
6618,6878,29.724249
6847,6878,44.999294
6540,6878,
7149,6878,38.890202
7258,6878,
7073,6878,33.226232
6878,6402,49.263324
6544,6402,26.044007
6788,6402,33.831863
6845,6402,10.69051
7175,6402,13.086433
6323,6402,41.476156
6669,6402,40.677266
6956,6402,40.059573
6800,6402,45.493999
6510,6402,64.849728
6417,6402,10.657924
7064,6402,33.521729
6453,6402,
6475,6402,45.43445
6623,6402,65.481211
6538,6402,111.590732
6624,6402,136.467323
7236,6402,19.162043
