source_id,target_id,ip_version,rtt
ALBQ,ATLA,4,30.75
ALBQ,BNL515,4,49.6299991607666
ALBQ,BNL725,4,49.560001373291016
ALBQ,BOIS,4,39.28999900817871
ALBQ,BOST,4,46.47999954223633
ALBQ,CHAT,4,34.21999931335449
ALBQ,CHIC,4,29.050000190734863
ALBQ,DENV,4,7.800000190734863
ALBQ,ELPA,4,4.230000019073486
ALBQ,EQXCH2,4,29.3100004196167
ALBQ,EQXDC4,4,43.80999946594238
ALBQ,EQXSV5,4,26.75
ALBQ,FNALGCC,4,30.280000686645508
ALBQ,GA,4,18.050000190734863
ALBQ,GERMANTOWN,4,44.970001220703125
ALBQ,HOUS,4,18.510000228881836
ALBQ,KANS,4,18.199999809265137
ALBQ,LASV,4,25.579999923706055
ALBQ,LBNL50,4,46.09000015258789
ALBQ,LBNL59,4,29.190000534057617
ALBQ,LLNL,4,28.920000076293945
ALBQ,NASH,4,34.040000915527344
ALBQ,NEWY325HUDSON,4,48.42999839782715
ALBQ,NEWY32AOA,4,47.78999900817871
ALBQ,PANTEX,4,43.09000015258789
ALBQ,SACR,4,43.900001525878906
ALBQ,SALT,4,32.70000076293945
ALBQ,SAND,4,17.609999656677246
ALBQ,SEAT,4,48.670000076293945
ALBQ,SLAC50N,4,28.3100004196167
ALBQ,SLAC50S,4,28.260000228881836
ALBQ,STAR,4,29.260000228881836
ALBQ,SUNN,4,27.880000114440918
ALBQ,WASH,4,43.3799991607666
AMESHWH,ANL221,4,15.809999942779541
AMESHWH,ANL541B,4,15.300000190734863
AMESHWH,EQXCH2,4,15.150000095367432
AMESHWH,EQXDC4,4,28.809999465942383
AMESHWH,EQXSV5,4,49.6299991607666
AMESHWH,LBNL50,4,68.9900016784668
AMESHWH,LBNL59,4,51.989999771118164
AMESHWH,ORNL1064,4,31.16999912261963
AMESHWH,ORNL5600,4,30.59000015258789
ANL221,ANL541B,4,-0.32999999821186066
ANL221,BNL515,4,23.52999973297119
ANL221,BNL725,4,20.43000030517578
ANL221,EQXCH2,4,0.25
ANL221,EQXDC4,4,13.970000267028809
ANL221,EQXSV5,4,66.8499984741211
ANL221,FNALFCC,4,0.13999999687075615
ANL221,FNALGCC,4,0.21000000089406967
ANL221,FRIB,4,5.389999866485596
ANL221,GA,4,57.720001220703125
ANL221,INLEIL,4,80.12999725341797
ANL221,INLEROB,4,79.91999816894531
ANL221,JLAB12,4,17.910000801086426
ANL221,JLAB205,4,16.079999923706055
ANL221,LANLTA03,4,32.18000030517578
ANL221,LANLTA50,4,31.600000381469727
ANL221,LBNL50,4,85.8499984741211
ANL221,LBNL59,4,68.9000015258789
ANL221,LLNL,4,68.59000015258789
ANL221,NETLPGH,4,24.059999465942383
ANL221,ORNL1064,4,16.670000076293945
ANL221,ORNL5600,4,15.959999561309814
ANL221,PPPL,4,18.699999809265137
ANL221,SLAC50N,4,68.01000213623047
ANL221,SLAC50S,4,67.92000198364258
ANL221,SNLCA902,4,68.97999954223633
ANL541B,BNL515,4,23.230000495910645
ANL541B,BNL725,4,20.010000228881836
ANL541B,EQXCH2,4,-0.21000001579523087
ANL541B,EQXDC4,4,13.550000190734863
ANL541B,EQXSV5,4,66.95999908447266
ANL541B,FNALFCC,4,-0.13999998569488525
ANL541B,FNALGCC,4,0.4399999976158142
ANL541B,FRIB,4,4.930000066757202
ANL541B,GA,4,57.27000045776367
ANL541B,INLEIL,4,79.71000289916992
ANL541B,INLEROB,4,79.32999801635742
ANL541B,JLAB12,4,17.449999809265137
ANL541B,JLAB205,4,15.610000133514404
ANL541B,LANLTA03,4,31.700000762939453
ANL541B,LANLTA50,4,31.119999885559082
ANL541B,LBNL50,4,85.34000015258789
ANL541B,LBNL59,4,68.38000106811523
ANL541B,LLNL,4,68.09000015258789
ANL541B,NETLPGH,4,23.660000801086426
ANL541B,ORNL1064,4,16.170000076293945
ANL541B,ORNL5600,4,15.490000247955322
ANL541B,PPPL,4,18.200000762939453
ANL541B,SLAC50N,4,67.54000091552734
ANL541B,SLAC50S,4,67.36999893188477
ANL541B,SNLCA902,4,68.5099983215332
ATLA,BNL515,4,18.739999771118164
ATLA,BNL725,4,18.6200008392334
ATLA,BOIS,4,61.56999969482422
ATLA,BOST,4,22.09999942779541
ATLA,CHAT,4,3.3499999046325684
ATLA,CHIC,4,18.97000026702881
ATLA,DENV,4,38.70000076293945
ATLA,ELPA,4,26.440000534057617
ATLA,EQXCH2,4,26.489999771118164
ATLA,EQXDC4,4,12.859999656677246
ATLA,EQXSV5,4,49.07000160217285
ATLA,GA,4,40.25
ATLA,HOUS,4,12.259999752044678
ATLA,KANS,4,25.40000057220459
ATLA,LASV,4,47.72999954223633
ATLA,LBNL50,4,68.34000015258789
ATLA,LBNL59,4,51.3700008392334
ATLA,LLNL,4,51.239999771118164
ATLA,NASH,4,5.679999828338623
ATLA,NEWY325HUDSON,4,17.360000610351562
ATLA,NEWY32AOA,4,16.859999656677246
ATLA,PANTEX,4,36.81999969482422
ATLA,SACR,4,66.11999893188477
ATLA,SALT,4,54.84000015258789
ATLA,SAND,4,39.78000068664551
ATLA,SEAT,4,70.75
ATLA,STAR,4,19.179999351501465
ATLA,SUNN,4,50.079999923706055
