id,city,country,latitude,longitude
0,Liege,Belgium,50.53474,5.27734
1,Brussels Campus,Belgium,50.85045,4.34878
2,Arlon,Belgium,49.68333,5.81667
4,Leuven,Belgium,50.87959,4.70093
6,Evere,Belgium,50.86667,4.4
7,Vilvoorde,Belgium,50.91823,4.40731
8,Hasselt,Belgium,50.93333,5.33333
9,Geel,Belgium,51.16667,5.0
10,Louvain-la-Neuve,Belgium,50.66829,4.61443
11,Namur,Belgium,50.46992,4.82577
12,Brussels Science,Belgium,50.85045,4.34878
13,Brugge,Belgium,51.20892,3.22424
14,Gent,Belgium,51.05,3.71667
16,Antwerpen,Belgium,51.21667,4.41667
18,Korthijk,Belgium,50.82803,3.26487
19,Mons,Belgium,50.45413,3.95229
20,Charleroi,Belgium,50.41667,4.43333
