source_id,target_id,rtt
0,0,0.0
0,1,0.9262188348717004
0,2,64.72141498788658
0,3,1.760078040993659
0,4,1.9529820277912635
0,5,63.34844052284356
0,6,1.1870020044591736
0,7,1.497757677152345
0,8,3.8815332080363087
0,9,1.6214774198272432
0,10,5.320474683201001
0,11,2.859576317252026
0,12,1.9389807470665748
0,13,3.9909535551507505
0,14,63.2636092679699
0,15,64.42623598126207
0,16,63.2636092679699
0,17,63.2636092679699
0,18,3.3205038491820416
0,19,2.711519525837341
0,20,2.2757092887166515
0,21,61.71710226335354
0,22,61.71710226335354
0,23,2.632670948563721
0,24,63.2636092679699
0,25,4.401379052178003
0,26,3.5963698588073516
0,27,2.9326759176046275
0,28,4.5052634848585535
0,29,66.71700361720184
0,30,5.721119346388049
0,31,6.2490039740222
0,32,4.8847773529042815
0,33,5.81074692669606
0,34,2.761658448628237
0,35,3.8162293222240837
0,36,4.2299598045748255
0,37,68.22765504129596
1,0,0.9262188348717004
1,1,0.0
1,2,65.64763382275828
1,3,2.6862968758653594
1,4,1.0267631929195633
1,5,62.42222168797186
1,6,2.1132208393308742
1,7,0.5715388422806447
1,8,2.9553143731646085
1,9,0.6952585849555428
1,10,6.2466935180727
1,11,3.7857951521237263
1,12,2.8651995819382754
1,13,4.917172390022451
1,14,64.1898281028416
1,15,65.35245481613377
1,16,64.1898281028416
1,17,64.1898281028416
1,18,2.3942850143103414
1,19,1.7853006909656406
1,20,3.2019281235883525
1,21,60.79088342848184
1,22,60.79088342848184
1,23,1.7064521136920208
1,24,64.1898281028416
1,25,4.443960914706004
1,26,3.6389517213353537
1,27,2.9752577801326296
1,28,5.431482319730254
1,29,67.64322245207354
1,30,6.64733818125975
1,31,7.1752228088939
1,32,5.810996187775983
1,33,5.853328789224062
1,34,3.6878772834999376
1,35,4.742448157095784
1,36,5.1561786394465265
1,37,69.15387387616767
2,0,64.72141498788658
2,1,65.64763382275828
2,2,0.0
2,3,62.96133694689292
2,4,66.67439701567784
2,5,128.06985551073015
2,6,65.90841699234575
2,7,66.21917266503893
2,8,68.60294819592289
2,9,66.34289240771382
2,10,66.52173358910026
2,11,64.06083522315129
2,12,66.66039573495316
2,13,68.71236854303733
2,14,127.98502425585647
2,15,129.14765096914866
2,16,127.98502425585647
2,17,127.98502425585647
2,18,68.04191883706862
2,19,67.43293451372392
2,20,66.99712427660323
2,21,126.43851725124011
2,22,126.43851725124011
2,23,67.3540859364503
2,24,127.98502425585647
2,25,69.12279404006458
2,26,68.31778484669393
2,27,67.6540909054912
2,28,65.70652239075781
2,29,127.9182625231011
2,30,67.06559792103441
2,31,68.68442300463343
2,32,69.60619234079086
2,33,70.53216191458263
2,34,67.48307343651481
2,35,68.53764431011066
2,36,68.55675746284763
2,37,129.4289139471952
3,0,1.760078040993659
3,1,2.6862968758653594
3,2,62.96133694689292
3,3,0.0
3,4,3.7130600687849227
3,5,65.10851856383722
3,6,2.9470800454528323
3,7,3.257835718146004
3,8,5.6416112490299675
3,9,3.381555460820902
3,10,3.560396642207341
3,11,1.099498276258367
3,12,3.6990587880602335
3,13,5.75103159614441
3,14,65.02368730896356
3,15,66.18631402225573
3,16,65.02368730896356
3,17,65.02368730896356
3,18,5.080581890175701
3,19,4.471597566831
3,20,4.035787329710311
3,21,63.4771803043472
3,22,63.4771803043472
3,23,4.39274898955738
3,24,65.02368730896356
3,25,6.161457093171661
3,26,5.356447899801011
3,27,4.692753958598287
3,28,2.7451854438648944
3,29,64.95692557620819
3,30,4.1042609741414875
3,31,5.72308605774051
3,32,6.644855393897941
3,33,7.5708249676897195
3,34,4.521736489621896
3,35,5.576307363217742
3,36,5.595420515954711
3,37,66.4675770003023
4,0,1.9529820277912635
4,1,1.0267631929195633
4,2,66.67439701567784
4,3,3.7130600687849227
4,4,0.0
4,5,61.395458495052296
4,6,3.1399840322504375
4,7,0.45522435063891853
4,8,1.9285511802450452
4,9,1.722021777875106
4,10,7.273456710992264
4,11,4.812558345043289
4,12,3.8919627748578387
4,13,5.943935582942014
4,14,65.21659129576116
4,15,66.37921800905333
4,16,65.21659129576116
4,17,65.21659129576116
4,18,3.421048207229904
4,19,0.7585374980460774
4,20,4.228691316507915
4,21,61.8176466214014
4,22,61.8176466214014
4,23,2.7332153066115836
4,24,65.21659129576116
4,25,5.470724107625568
4,26,4.665714914254917
4,27,4.0020209730521925
4,28,6.458245512649817
4,29,68.6699856449931
4,30,7.674101374179312
4,31,8.201986001813463
4,32,6.8377593806955455
4,33,6.880091982143625
4,34,4.7146404764195005
4,35,5.769211350015347
4,36,6.1829418323660885
4,37,70.18063706908723
5,0,63.34844052284356
5,1,62.42222168797186
5,2,128.06985551073015
5,3,65.10851856383722
5,4,61.395458495052296
5,5,0.0
5,6,64.53544252730273
5,7,61.85068284569122
5,8,61.80693467920519
5,9,63.1174802729274
5,10,68.66891520604457
5,11,66.20801684009558
5,12,65.28742126991014
5,13,67.33939407799431
5,14,126.61204979081346
5,15,127.09763123468468
5,16,126.61204979081346
5,17,126.61204979081346
5,18,63.9845661099822
5,19,60.63692099700622
5,20,65.22250550469246
5,21,122.38116452415369
5,22,122.38116452415369
5,23,63.29673320936388
5,24,126.61204979081346
5,25,66.03424201037787
5,26,65.22923281700722
5,27,64.56553887580449
5,28,67.85370400770212
5,29,130.0654441400454
5,30,69.06955986923161
5,31,69.59744449686576
5,32,68.23321787574784
5,33,67.44360988489592
5,34,66.1100989714718
5,35,67.16466984506765
5,36,67.5784003274184
5,37,131.57609556413954
6,0,1.1870020044591736
6,1,2.1132208393308742
6,2,65.90841699234575
6,3,2.9470800454528323
6,4,3.1399840322504375
6,5,64.53544252730273
6,6,0.0
6,7,2.684759681611519
6,8,4.504278109744751
6,9,2.808479424286417
6,10,5.368755076436566
6,11,4.046578321711199
6,12,0.7519787426074013
6,13,3.094724953265122
6,14,62.367380666084266
6,15,63.53000737937644
6,16,62.367380666084266
6,17,62.367380666084266
6,18,2.3266466789677427
6,19,3.898521530296515
6,20,1.088707284257478
6,21,60.72324509313924
6,22,60.72324509313924
6,23,3.0144795795860633
6,24,62.367380666084266
6,25,3.214377047718829
6,26,2.4093678543481785
6,27,1.7456739131454544
6,28,5.692265489317727
6,29,67.90400562166101
6,30,4.8248907445024205
6,31,5.352775372136571
6,32,3.9885487510186532
6,33,4.623744922236887
6,34,1.8654298467426085
6,35,2.920000720338455
6,36,3.333731202689197
6,37,68.27593543453152
7,0,1.497757677152345
7,1,0.5715388422806447
7,2,66.21917266503893
7,3,3.257835718146004
7,4,0.45522435063891853
7,5,61.85068284569122
7,6,2.684759681611519
7,7,0.0
7,8,2.383775530883964
7,9,1.2667974272361875
7,10,6.8182323603533455
7,11,4.357333994404371
7,12,3.43673842421892
7,13,5.488711232303096
7,14,64.76136694512223
7,15,65.92399365841442
7,16,64.76136694512223
7,17,64.76136694512223
7,18,2.965823856590986
7,19,1.213761848684996
7,20,3.773466965868997
7,21,61.36242227076248
7,22,61.36242227076248
7,23,2.2779909559726654
7,24,64.76136694512223
7,25,5.0154997569866495
7,26,4.210490563615998
7,27,3.5467966224132743
7,28,6.003021162010898
7,29,68.21476129435419
7,30,7.218877023540394
7,31,7.746761651174545
7,32,6.382535030056627
7,33,6.424867631504707
7,34,4.259416125780582
7,35,5.313986999376429
7,36,5.72771748172717
7,37,69.72541271844831
8,0,3.8815332080363087
8,1,2.9553143731646085
8,2,68.60294819592289
8,3,5.6416112490299675
8,4,1.9285511802450452
8,5,61.80693467920519
8,6,4.504278109744751
8,7,2.383775530883964
8,8,0.0
8,9,2.500992058895166
8,10,9.202007891237308
8,11,6.741109525288335
8,12,5.256256852352153
8,13,7.599003063009873
8,14,66.87165877582902
8,15,65.2906965554795
8,16,66.87165877582902
8,17,66.87165877582902
8,18,2.177631430777009
8,19,1.170013682198968
8,20,3.415570825487273
8,21,60.574229844948505
8,22,60.574229844948505
8,23,1.4897985301586885
8,24,66.87165877582902
8,25,4.227307331172671
8,26,3.422298137802021
8,27,2.758604196599297
8,28,8.386796692894862
8,29,70.59853682523816
8,30,9.329168854247172
8,31,9.857053481881323
8,32,8.492826860763405
8,33,5.63667520569073
8,34,6.3697079564873595
8,35,7.424278830083206
8,36,7.8380093124339485
8,37,72.10918824933228
9,0,1.6214774198272432
9,1,0.6952585849555428
9,2,66.34289240771382
9,3,3.381555460820902
9,4,1.722021777875106
9,5,63.1174802729274
9,6,2.808479424286417
9,7,1.2667974272361875
9,8,2.500992058895166
9,9,0.0
9,10,6.9419521030282425
9,11,4.481053737079269
9,12,3.560458166893818
9,13,5.612430974977993
9,14,64.88508668779714
9,15,64.81209155405728
9,16,64.88508668779714
9,17,64.88508668779714
9,18,1.6990264293547985
9,19,2.480559275921183
9,20,2.936965824065063
9,21,60.095624843526295
9,22,60.095624843526295
9,23,1.011193528736478
9,24,64.88508668779714
9,25,3.7487023297504614
9,26,2.9436931363798107
9,27,2.2799991951770866
9,28,6.126740904685796
9,29,68.33848103702908
9,30,7.3425967662152924
9,31,7.870481393849443
9,32,6.506254772731525
9,33,5.158070204268519
9,34,4.38313586845548
9,35,5.4377067420513265
9,36,5.851437224402069
9,37,69.8491324611232
10,0,5.320474683201001
10,1,6.2466935180727
10,2,66.52173358910026
10,3,3.560396642207341
10,4,7.273456710992264
10,5,68.66891520604457
10,6,5.368755076436566
10,7,6.8182323603533455
10,8,9.202007891237308
10,9,6.9419521030282425
10,10,0.0
10,11,2.4608983659489736
10,12,5.740467165326989
10,13,4.420739834404616
10,14,64.00527604903561
10,15,64.55110293821735
10,16,64.00527604903561
10,17,64.00527604903561
10,18,7.695401755404308
10,19,8.031994209038341
10,20,6.457462360694043
10,21,66.0920001695758
10,22,66.0920001695758
10,23,7.953145631764722
10,24,64.00527604903561
10,25,8.583132124155394
10,26,7.778122930784743
10,27,7.11442898958202
10,28,0.8152111983424466
10,29,66.3183256658988
10,30,0.543864331934146
10,31,2.1626894155331677
10,32,3.5269160366510848
10,33,9.992499998673452
10,34,3.5033252296939574
10,35,2.448754356098111
10,36,2.035023873747369
10,37,62.90718035809496
11,0,2.859576317252026
11,1,3.7857951521237263
11,2,64.06083522315129
11,3,1.099498276258367
11,4,4.812558345043289
11,5,66.20801684009558
11,6,4.046578321711199
