id,city,country,latitude,longitude
0,Salt Lake City,United States,40.76078,-111.89105
1,Minneapolis,United States,44.97997,-93.26384
2,Kansas City,United States,39.11417,-94.62746
3,Denver,United States,39.73915,-104.9847
4,Pittsburgh,United States,40.44062,-79.99589
5,Philadelphia,United States,39.95234,-75.16379
6,Chicago,United States,41.85003,-87.65005
7,Detroit,United States,42.33143,-83.04575
8,New York,United States,40.71427,-74.00597
9,"Washington, DC",United States,38.89511,-77.03637
10,Los Angeles,United States,34.05223,-118.24368
11,Houston,United States,29.76328,-95.36327
12,St Louis,United States,38.62727,-90.19789
13,Seattle,United States,47.60621,-122.33207
14,Oakland,United States,37.80437,-122.2708
15,Santa Clara,United States,37.35411,-121.95524
16,Atlanta,United States,33.749,-84.38798
17,San Diego,United States,32.71533,-117.15726
18,Phoenix,United States,33.44838,-112.07404
19,Tucson,United States,32.22174,-110.92648
20,Dallas,United States,32.78306,-96.80667
