id,city,country,latitude,longitude
0,TEN-,,0.0,0.0
1,Zlin,Czech Republic,49.21667,17.66667
2,Ostrava,Czech Republic,49.83465,18.28204
3,Olomouc,Czech Republic,49.59552,17.25175
4,Brno,Czech Republic,49.19522,16.60796
5,Plzen,Czech Republic,49.74747,13.37759
6,Usti nad Labem,Czech Republic,50.6607,14.03227
7,Praha,Czech Republic,50.08804,14.42076
8,Liberec,Czech Republic,50.76711,15.05619
9,Ceske Budejovice,Czech Republic,48.97447,14.47434
10,NIX,,0.0,0.0
11,Pardubice,Czech Republic,50.04075,15.77659
12,Hradec Kralove,Czech Republic,50.20923,15.83277
