id,city,country,latitude,longitude
0,Detroit,United States,42.33143,-83.04575
1,Dublin,United States,32.54044,-82.90375
2,Chicago,United States,41.85003,-87.65005
3,Toledo,United States,41.66394,-83.55521
4,"Washington, DC",United States,38.89511,-77.03637
5,Baltimore,United States,39.29038,-76.61219
6,Herndon,United States,38.96955,-77.3861
7,Atlanta,United States,33.749,-84.38798
8,Wilmington,United States,34.22573,-77.94471
9,Philadelphia,United States,39.95234,-75.16379
10,Boston,United States,42.35843,-71.05977
11,Troy,United States,42.60559,-83.14993
12,New York,United States,40.71427,-74.00597
13,Newark,United States,40.73566,-74.17237
14,Kansas City,United States,39.11417,-94.62746
15,St Louis,United States,38.62727,-90.19789
16,San Francisco,United States,37.77493,-122.41942
17,Santa Clara,United States,37.35411,-121.95524
18,Los Angeles,United States,34.05223,-118.24368
19,Phoenix,United States,33.44838,-112.07404
20,Austin,United States,30.26715,-97.74306
21,Fort Worth,United States,32.72541,-97.32085
22,Dallas,United States,32.78306,-96.80667
23,Houston,United States,29.76328,-95.36327
