id,city,country,latitude,longitude
0,Cheyenne,United States,41.13998,-104.82025
1,Atlanta,United States,33.749,-84.38798
2,Boulder,United States,40.01499,-105.27055
3,Seattle,United States,47.60621,-122.33207
4,Stockton,United States,37.9577,-121.29078
5,Anaheim,United States,33.83529,-117.9145
6,Fort Worth,United States,32.72541,-97.32085
7,Kansas City,United States,39.11417,-94.62746
8,Chicago,United States,41.85003,-87.65005
9,New York (Pennsauken),United States,40.71427,-74.00597
10,"Washington, DC",United States,38.89511,-77.03637
