source_id,target_id,rtt
6379,6092,6.523135
6379,6093,44.674441
6379,6231,19.104611
6379,6287,51.278867
6379,6373,42.989232
6379,6379,0.322595
6379,6388,20.893054
6379,6389,30.073465
6379,6407,68.781215
6379,6408,62.780957
6379,6411,72.333153
6379,6418,41.253596
6379,6428,8.74762
6379,6434,71.764675
6379,6436,12.032046
6379,6437,31.533909
6379,6452,31.017551
6379,6454,25.482915
6379,6480,63.623832
6379,6482,63.312148
6379,6492,76.606479
6379,6517,6.352217
6379,6524,6.599462
6379,6525,65.611167
6379,6565,32.042671
6379,6574,12.542368
6379,6585,6.402176
6379,6588,6.917894
6379,6590,34.179649
6379,6597,27.730719
6379,6598,59.459434
6379,6599,76.569567
6379,6629,31.120409
6379,6634,31.343204
6379,6643,40.113178
6379,6644,16.386972
6379,6649,70.465692
6379,6692,53.520173
6379,6725,16.422116
6379,6769,12.859575
6379,6782,33.123198
6379,6783,17.25147
6379,6794,61.782013
6379,6797,7.694001
6379,6804,14.725133
6379,6811,76.074827
6379,6831,64.092935
6379,6832,63.351061
6379,6833,64.047737
6379,6835,50.961161
6379,6836,63.511917
6379,6875,26.222233
6379,6898,79.306195
6379,6899,19.104611
6379,6903,30.96864
6379,6909,71.516874
6379,6925,36.815918
6379,6927,11.955954
6379,6928,6.324933
6379,6946,12.243206
6379,6947,72.651813
6379,6950,64.880197
6379,6957,7.442134
6379,6972,14.426419
6379,6973,65.996418
6379,6987,27.065912
6379,6988,37.145608
6379,6989,58.184929
6379,6990,32.788029
6379,6991,9.502509
6379,6992,72.330364
6379,7011,74.905503
6379,7014,7.901631
6379,7038,44.674441
6379,7043,77.344188
6379,7052,69.541784
6379,7061,33.295732
6379,7065,15.061068
6379,7087,50.047375
6379,7095,16.644863
6379,7103,28.622418
6379,7105,28.622418
6379,7121,102.3185
6379,7311,42.91582
6379,7334,36.64413
6379,7341,39.842312
6379,7346,33.295732
6379,7348,6.4575
6379,7358,36.881172
6379,7360,70.20204
6379,7361,31.146216
6379,7363,83.409397
6379,7368,25.309944
6379,7374,51.278867
6379,7379,44.155325
6379,7380,16.413568
6379,7381,32.105855
6379,7382,28.722762
6379,7395,39.019418
6389,6092,22.819076
6389,6093,30.451007
6389,6231,24.200791
6389,6287,40.56967
6389,6373,21.999111
6389,6379,30.193366
6389,6388,15.874598
6389,6389,0.172497
6389,6407,62.589245
6389,6408,51.091265
6389,6411,68.235276
6389,6418,16.11768
6389,6428,24.261271
6389,6434,47.706367
6389,6436,21.294153
6389,6437,39.459321
6389,6452,38.821653
6389,6454,26.659441
6389,6480,54.078738
6389,6482,53.008484
6389,6492,68.383941
6389,6517,22.514967
6389,6524,15.503253
6389,6525,54.82494
6389,6565,14.978414
6389,6574,89.792921
6389,6585,21.982249
6389,6588,16.842324
6389,6590,37.812691
6389,6597,8.48477
6389,6598,52.634524
6389,6599,64.820078
6389,6629,9.840537
6389,6634,29.502529
6389,6643,40.384887
6389,6644,18.6754
6389,6649,58.386125
6389,6692,52.759939
6389,6725,19.061325
6389,6769,22.413011
6389,6782,39.733325
6389,6783,19.927517
6389,6794,60.609771
6389,6797,20.898747
6389,6804,27.093845
6389,6811,54.681117
6389,6831,52.479292
6389,6832,67.090914
6389,6833,53.77684
6389,6835,42.094905
6389,6836,54.018744
6389,6875,24.939393
6389,6898,59.809935
6389,6899,24.200791
6389,6903,36.074829
6389,6909,65.491129
6389,6925,21.766303
6389,6927,21.38131
6389,6928,18.748193
6389,6946,21.235895
6389,6947,62.8047
6389,6950,64.934038
6389,6957,26.607899
6389,6972,19.833971
6389,6973,54.944135
6389,6987,21.552608
6389,6988,28.80309
6389,6989,74.823611
6389,6990,41.248798
6389,6991,22.089799
6389,6992,55.429532
6389,7011,51.454734
6389,7014,20.533871
6389,7038,30.451007
6389,7043,60.217868
6389,7052,65.776164
6389,7061,37.645477
6389,7065,24.889128
6389,7087,41.577141
6389,7095,21.034356
6389,7103,0.405459
6389,7105,0.405459
6389,7121,101.153518
6389,7311,21.791352
6389,7334,10.167382
6389,7341,45.786349
6389,7346,37.645477
6389,7348,20.348492
6389,7358,18.779434
6389,7360,70.810333
6389,7361,22.132531
6389,7363,61.059674
6389,7368,22.244914
6389,7374,40.56967
6389,7379,32.323267
6389,7380,19.362922
6389,7381,10.820389
6389,7382,35.839929
6389,7395,16.921953
6408,6092,54.462392
6408,6093,20.885817
6408,6231,62.324323
6408,6287,50.543414
6408,6373,30.208888
6408,6379,62.750863
6408,6388,59.080665
6408,6389,51.036837
6408,6407,31.067749
6408,6408,0.22237
6408,6411,44.042252
6408,6418,54.736254
6408,6428,49.710305
6408,6434,31.366943
6408,6436,59.963533
6408,6437,23.951927
