source_id,target_id,rtt
6379,6092,32.544781
6379,6093,44.665353
6379,6231,18.795900856241232
6379,6287,51.483049
6379,6373,42.985311
6379,6379,0.135914
6379,6388,26.763766
6379,6389,29.98764
6379,6407,72.95052
6379,6408,62.805585
6379,6411,73.30986
6379,6418,36.124836
6379,6428,15.765069
6379,6434,77.946212
6379,6436,17.666787
6379,6437,36.059029
6379,6452,30.655568
6379,6454,26.354556
6379,6480,65.57199
6379,6482,64.992382
6379,6492,75.461462
6379,6517,12.625307
6379,6524,16.92694
6379,6525,67.40478
6379,6565,37.845969
6379,6574,17.840016611639385
6379,6585,12.661988315092563
6379,6588,12.321141
6379,6590,36.425776
6379,6597,26.724921
6379,6598,65.90218
6379,6599,76.535562
6379,6629,31.111591
6379,6634,62.590052
6379,6643,40.10245
6379,6644,15.834130920138588
6379,6649,70.473771
6379,6692,53.530697
6379,6725,15.836991352307887
6379,6769,12.622684444310847
6379,6782,35.959664
6379,6783,17.820718042221696
6379,6794,77.477094
6379,6797,12.318272305725314
6379,6804,20.040458
6379,6811,76.065286
6379,6831,66.213569
6379,6832,65.039911
6379,6833,65.61277
6379,6835,50.476149
6379,6836,67.261357
6379,6875,26.223632
6379,6898,96.278863
6379,6899,18.806675121744995
6379,6903,49.734165
6379,6909,71.836989
6379,6925,43.15655
6379,6927,15.843078989914648
6379,6928,12.62202881732115
6379,6946,14.814866
6379,6947,86.118009
6379,6950,67.214421
6379,6957,12.681796094217116
6379,6972,17.85573
6379,6973,71.631236
6379,6987,30.412894
6379,6988,41.430552
6379,6989,65.603474
6379,6990,32.832957
6379,6991,12.497097
6379,6992,77.591504
6379,7011,78.690338
6379,7014,21.966154
6379,7038,44.665353
6379,7043,77.379504
6379,7052,75.890543
6379,7061,50.64695
6379,7065,15.821025582393865
6379,7087,54.830476
6379,7095,15.640809677176907
6379,7103,28.586413
6379,7105,28.586413
6379,7121,104.140229
6379,7311,42.837516
6379,7334,36.693992
6379,7341,39.83394
6379,7346,50.64695
6379,7348,9.811461
6379,7358,42.832412
6379,7360,94.194083
6379,7361,42.943773
6379,7363,83.375562
6379,7368,25.211784
6379,7374,51.483049
6379,7379,44.200655
6379,7380,15.843176679813617
6379,7381,32.099574
6379,7382,28.714701
6379,7395,39.058769
6389,6092,23.090072
6389,6093,30.421356
6389,6231,23.886556
6389,6287,40.548212
6389,6373,21.952561
6389,6379,29.840295
6389,6388,15.851843
6389,6389,0.211696
6389,6407,62.571959
6389,6408,50.99724
6389,6411,68.509148
6389,6418,16.073218
6389,6428,24.199016
6389,6434,47.68693
6389,6436,21.343683
6389,6437,39.458323
6389,6452,38.884016
6389,6454,26.658994
6389,6480,54.036359
6389,6482,52.975566
6389,6492,53.275961
6389,6517,22.485255
6389,6524,17.207057694076468
6389,6525,54.777444
6389,6565,15.291532479680956
6389,6574,89.802249
6389,6585,21.947743
6389,6588,17.44538788411725
6389,6590,36.702055
6389,6597,8.367858
6389,6598,52.594146
6389,6599,64.789816
6389,6629,9.854076
6389,6634,29.504608
6389,6643,39.275242
6389,6644,18.862893685788237
6389,6649,58.268598
6389,6692,52.74491
6389,6725,19.026012
6389,6769,22.351175
6389,6782,39.726947
6389,6783,19.912543
6389,6794,60.613738
6389,6797,20.848406
6389,6804,27.139422
6389,6811,54.630949
6389,6831,52.385514
6389,6832,67.08616
6389,6833,53.85876
6389,6835,42.085916
6389,6836,53.956956
6389,6875,24.895148
6389,6898,59.738767
6389,6899,23.886556
6389,6903,36.057858
6389,6909,65.508002
6389,6925,21.720614
6389,6927,21.337924
6389,6928,18.752705
6389,6946,21.225189
6389,6947,62.828725
6389,6950,64.946778
6389,6957,30.753515
6389,6972,19.828717
6389,6973,54.918572
6389,6987,21.665159
6389,6988,28.777733
6389,6989,63.102101
6389,6990,37.446113
6389,6991,22.082343
6389,6992,55.420796
6389,7011,51.462312
6389,7014,20.508889
6389,7038,30.421356
6389,7043,60.153051
6389,7052,64.032351
6389,7061,37.56474
6389,7065,24.887866
6389,7087,40.605928
6389,7095,21.03236
6389,7103,0.387154
6389,7105,0.387154
6389,7121,101.141886
6389,7311,21.744509
6389,7334,10.114886
6389,7341,45.812947
6389,7346,37.56474
6389,7348,20.308343
6389,7358,18.758681
6389,7360,87.772792
6389,7361,22.024083
6389,7363,61.043801
6389,7368,22.2267
6389,7374,40.548212
6389,7379,32.258905
6389,7380,19.380598
6389,7381,10.789767
6389,7382,35.854699
6389,7395,16.923089
6408,6092,54.250624
6408,6093,20.864839
6408,6231,62.454041
6408,6287,49.876427
6408,6373,30.250282
6408,6379,62.742068
6408,6388,59.083057
6408,6389,51.020123
6408,6407,31.073973
6408,6408,0.336686
6408,6411,44.072987
6408,6418,54.732325
6408,6428,50.215733
6408,6434,31.306139
6408,6436,60.580582
6408,6437,23.207828848039163
6408,6452,51.669477
6408,6454,38.456434
6408,6480,18.732684
6408,6482,18.587878
6408,6492,9.716382
6408,6517,52.442402
6408,6524,53.057558
6408,6525,21.23775401889109
6408,6565,44.92289
6408,6574,56.58273
6408,6585,52.703899
6408,6588,52.044551
6408,6590,48.280876
6408,6597,43.367814
6408,6598,9.787769
6408,6599,18.964511610785546
6408,6629,39.777486
6408,6634,69.034581
6408,6643,47.460789
6408,6644,54.635056
6408,6649,10.119744
6408,6692,63.634657
6408,6725,60.490483
6408,6769,64.76067
6408,6782,24.768497
6408,6783,56.42908
6408,6794,34.325104
6408,6797,63.159825
6408,6804,57.423889
6408,6811,8.353675
6408,6831,20.641598
6408,6832,21.051765729892786
6408,6833,19.051765729892786
6408,6835,22.253246
6408,6836,18.723745
6408,6875,91.322593
6408,6898,18.75121
6408,6899,62.454041
6408,6903,24.592982
6408,6909,16.445239
6408,6925,30.147639
6408,6927,57.469777
6408,6928,50.935712
6408,6946,60.321906
6408,6947,30.776077
6408,6950,19.050508597693476
6408,6957,71.320415
6408,6972,70.456538
6408,6973,16.336482
6408,6987,43.788184
6408,6988,23.181246550932663
6408,6989,8.306271
6408,6990,51.210071
6408,6991,49.33781
6408,6992,15.755547
6408,7011,35.336149
6408,7014,49.016222
6408,7038,20.864839
6408,7043,34.014204
6408,7052,29.671308
6408,7061,25.712489
6408,7065,63.201584
6408,7087,33.385747
6408,7095,55.192039
6408,7103,48.22628
6408,7105,48.22628
6408,7121,22.839286
6408,7311,30.365081
6408,7334,46.840735
6408,7341,48.970855
6408,7346,25.09854894448472
6408,7348,59.374255
6408,7358,28.818624
6408,7360,8.369413
6408,7361,28.8671
6408,7363,29.37898
6408,7368,56.606442
6408,7374,49.876427
6408,7379,21.969026
6408,7380,57.183929
6408,7381,42.970675
6408,7382,36.387261087069355
6408,7395,40.198741
6411,6092,66.470545
6411,6093,44.384946
6411,6231,70.429425
6411,6287,57.514797
6411,6373,52.241002
6411,6379,73.947818
6411,6388,60.92739
6411,6389,68.516138
6411,6408,44.101775
6411,6411,0.192475
6411,6418,54.621271
6411,6428,74.671728
6411,6434,19.75568
6411,6436,68.312998
6411,6437,42.73169
6411,6452,71.449257
6411,6454,58.197163
