source_id,target_id,ip_version,rtt
ALBQ,ATLA,4,29.22000026702881
ALBQ,BNL515,4,48.52000045776367
ALBQ,BNL725,4,49.02000045776367
ALBQ,BOIS,4,22.350000381469727
ALBQ,BOST,4,45.64000129699707
ALBQ,CHAT,4,33.14999961853027
ALBQ,CHIC,4,28.119999885559082
ALBQ,DENV,4,6.840000152587891
ALBQ,ELPA,4,3.2700001001358032
ALBQ,EQXCH2,4,28.27999973297119
ALBQ,EQXDC4,4,43.0
ALBQ,EQXSV5,4,27.130000114440918
ALBQ,FNALGCC,4,29.06999969482422
ALBQ,GA,4,17.050000190734863
ALBQ,GERMANTOWN,4,44.920000076293945
ALBQ,HOUS,4,17.3799991607666
ALBQ,KANS,4,17.139999389648438
ALBQ,LASV,4,23.1899995803833
ALBQ,LBNL50,4,29.550000190734863
ALBQ,LBNL59,4,28.510000228881836
ALBQ,LLNL,4,26.68000030517578
ALBQ,NASH,4,32.890000343322754
ALBQ,NEWY325HUDSON,4,47.099998474121094
ALBQ,NEWY32AOA,4,47.739999771118164
ALBQ,ORAU,4,36.760000228881836
ALBQ,PANTEX,4,32.989999771118164
ALBQ,SACR,4,27.190000534057617
ALBQ,SALT,4,16.089999675750732
ALBQ,SAND,4,16.440000534057617
ALBQ,SEAT,4,32.0600004196167
ALBQ,SLAC50N,4,27.540000915527344
ALBQ,SLAC50S,4,27.260000228881836
ALBQ,STAR,4,27.899999618530273
ALBQ,SUNN,4,26.889999389648438
ALBQ,WASH,4,42.010000228881836
AMESHWH,ANL221,4,15.489999771118164
AMESHWH,ANL541B,4,15.75
AMESHWH,EQXCH2,4,15.109999656677246
AMESHWH,EQXDC4,4,28.829999923706055
AMESHWH,EQXSV5,4,42.72999954223633
AMESHWH,LBNL50,4,37.489999771118164
AMESHWH,LBNL59,4,36.5
AMESHWH,ORNL1064,4,31.019999504089355
AMESHWH,ORNL5600,4,28.489998817443848
ANL221,ANL541B,4,-0.5900000035762787
ANL221,BNL515,4,22.90999984741211
ANL221,BNL725,4,20.510000228881836
ANL221,EQXCH2,4,0.06000000238418579
ANL221,EQXDC4,4,13.879754668130037
ANL221,EQXSV5,4,49.709999084472656
ANL221,FNALFCC,4,-0.3099999949336052
ANL221,FNALGCC,4,-0.20999999530613422
ANL221,FRIB,4,5.21999979019165
ANL221,GA,4,57.489999771118164
ANL221,INLEIL,4,38.69000053405762
ANL221,INLEROB,4,38.05000114440918
ANL221,JLAB12,4,16.260000228881836
ANL221,JLAB205,4,17.630000114440918
ANL221,LANLTA03,4,31.860000610351562
ANL221,LANLTA50,4,31.380000114440918
ANL221,LBNL50,4,44.31999969482422
ANL221,LBNL59,4,43.69000053405762
ANL221,LLNL,4,44.459999084472656
ANL221,NETLPGH,4,24.049999237060547
ANL221,ORAU,4,16.829999923706055
ANL221,ORNL1064,4,16.5
ANL221,ORNL5600,4,14.309999942779541
ANL221,PPPL,4,18.359999656677246
ANL221,SLAC50N,4,45.369998931884766
ANL221,SLAC50S,4,50.65999984741211
ANL221,SNLCA902,4,45.21999931335449
ANL541B,BNL515,4,23.270000457763672
ANL541B,BNL725,4,20.760000228881836
ANL541B,EQXCH2,4,0.12999999523162842
ANL541B,EQXDC4,4,13.879754668130037
ANL541B,EQXSV5,4,50.079999923706055
ANL541B,FNALFCC,4,0.2200000137090683
ANL541B,FNALGCC,4,0.8300000131130219
ANL541B,FRIB,4,5.430000066757202
ANL541B,GA,4,57.71999931335449
ANL541B,INLEIL,4,39.079999923706055
ANL541B,INLEROB,4,38.35999870300293
ANL541B,JLAB12,4,16.56999969482422
ANL541B,JLAB205,4,17.90999984741211
ANL541B,LANLTA03,4,32.19999980926514
ANL541B,LANLTA50,4,31.640000343322754
ANL541B,LBNL50,4,44.5
ANL541B,LBNL59,4,43.65999984741211
ANL541B,LLNL,4,44.21999931335449
ANL541B,NETLPGH,4,24.110000610351562
ANL541B,ORAU,4,17.110000610351562
ANL541B,ORNL1064,4,16.330000400543213
ANL541B,ORNL5600,4,13.980000019073486
ANL541B,PPPL,4,18.59999942779541
ANL541B,SLAC50N,4,45.59000015258789
ANL541B,SLAC50S,4,51.010000228881836
ANL541B,SNLCA902,4,45.279998779296875
ATLA,BNL515,4,18.920000076293945
ATLA,BNL725,4,18.22000026702881
ATLA,BOIS,4,53.650001525878906
ATLA,BOST,4,21.300000190734863
ATLA,CHAT,4,2.9100000858306885
ATLA,CHIC,4,17.600000381469727
ATLA,DENV,4,38.13999938964844
ATLA,ELPA,4,25.789999961853027
ATLA,EQXCH2,4,25.690000534057617
ATLA,EQXDC4,4,13.042598288072158
ATLA,EQXSV5,4,48.96999931335449
ATLA,GA,4,39.59000015258789
ATLA,HOUS,4,11.65999984741211
ATLA,KANS,4,24.90000057220459
ATLA,LASV,4,47.14999961853027
ATLA,LBNL50,4,60.829999923706055
ATLA,LBNL59,4,50.9900016784668
ATLA,LLNL,4,50.239999771118164
ATLA,NASH,4,5.549999952316284
ATLA,NEWY325HUDSON,4,17.4399995803833
ATLA,NEWY32AOA,4,16.530320683278596
ATLA,ORAU,4,5.140000104904175
ATLA,PANTEX,4,26.72000026702881
ATLA,SACR,4,58.46999931335449
ATLA,SALT,4,47.38999938964844
ATLA,SAND,4,39.420000076293945
ATLA,SEAT,4,63.25
ATLA,STAR,4,18.869999885559082
ATLA,SUNN,4,49.5
ATLA,WASH,4,12.167139438143913
BNL515,BNL725,4,-0.8099999725818634
BNL515,BOIS,4,59.79999923706055
BNL515,BOST,4,5.179999828338623
BNL515,CHAT,4,22.140000343322754
BNL515,CHIC,4,21.760000228881836
BNL515,DENV,4,44.209999084472656
BNL515,ELPA,4,45.099998474121094
BNL515,EQXCH2,4,22.350000381469727
BNL515,EQXDC4,4,6.270000219345093
BNL515,EQXSV5,4,68.25
BNL515,GA,4,58.89999961853027
BNL515,HOUS,4,30.889999389648438
BNL515,KANS,4,33.72999954223633
BNL515,LASV,4,60.70000076293945
BNL515,LBNL50,4,66.77999877929688
BNL515,LBNL59,4,66.89999771118164
BNL515,LLNL,4,69.45000076293945
BNL515,NASH,4,36.079999923706055
BNL515,NEWY325HUDSON,4,1.1299999952316284
BNL515,NEWY32AOA,4,-0.2799999937415123
BNL515,ORAU,4,24.460000038146973
BNL515,ORNL1064,4,23.8100004196167
BNL515,ORNL5600,4,20.56999969482422
BNL515,PANTEX,4,46.02000045776367
BNL515,SACR,4,64.54999923706055
BNL515,SALT,4,53.5
BNL515,SAND,4,58.6200008392334
BNL515,SEAT,4,69.13999938964844
BNL515,STAR,4,22.93000030517578
BNL515,SUNN,4,68.80999755859375
BNL515,WASH,4,6.109999895095825
BNL725,BOIS,4,57.39000129699707
BNL725,BOST,4,5.728667076598113
BNL725,CHAT,4,22.219999313354492
BNL725,CHIC,4,19.609999656677246
BNL725,DENV,4,41.78000068664551
BNL725,ELPA,4,45.6299991607666
BNL725,EQXCH2,4,20.300000190734863
BNL725,EQXDC4,4,6.629999876022339
BNL725,EQXSV5,4,68.62000274658203
BNL725,GA,4,59.38999938964844
BNL725,HOUS,4,31.100000381469727
BNL725,KANS,4,31.230000495910645
BNL725,LASV,4,66.84000015258789
BNL725,LBNL50,4,64.59000015258789
BNL725,LBNL59,4,69.56000137329102
BNL725,LLNL,4,69.09000015258789
BNL725,NASH,4,24.619999885559082
BNL725,NEWY325HUDSON,4,0.8599999845027924
BNL725,NEWY32AOA,4,0.2800000011920929
BNL725,ORAU,4,24.760000228881836
BNL725,ORNL1064,4,24.309999465942383
BNL725,ORNL5600,4,20.1899995803833
BNL725,PANTEX,4,45.829999923706055
BNL725,SACR,4,62.09000015258789
BNL725,SALT,4,51.13999938964844
BNL725,SAND,4,58.709999084472656
BNL725,SEAT,4,67.01000213623047
BNL725,STAR,4,20.210000038146973
BNL725,SUNN,4,69.22999954223633
BNL725,WASH,4,5.840000152587891
BOIS,BOST,4,54.010000228881836
BOIS,CHAT,4,52.09000015258789
BOIS,CHIC,4,35.90999984741211
BOIS,DENV,4,15.480000019073486
BOIS,ELPA,4,27.770000457763672
BOIS,EQXCH2,4,36.880001068115234
BOIS,EQXDC4,4,50.510000228881836
BOIS,EQXSV5,4,24.829999923706055
BOIS,GA,4,20.710000038146973
BOIS,HOUS,4,41.85000038146973
BOIS,KANS,4,25.960000038146973
BOIS,LASV,4,13.349999904632568
BOIS,LBNL50,4,25.3100004196167
BOIS,LBNL59,4,24.510000228881836
BOIS,LLNL,4,25.0
BOIS,NASH,4,49.55000114440918
