,Cities,Latency,GeodesicDistance,GCD,GCDPredic,GeodesicPredic,Error Percent
183,"('6388', '6208')",50.084134,2.347128159837503,2918.104285264071,58.97338003425592,64.73540852302425,29.253325061034797
184,"('6388', '6222')",24.462976,0.3184620003547993,778.185738630964,15.72673174610996,8.783400942816307,64.09512504604385
185,"('6388', '6257')",25.663721,1.1059161963430162,1268.509415447618,25.635919940213682,30.50192911811459,18.85232510949831
186,"('6388', '6274')",68.717012,2.8011557194142167,3426.7746143469353,69.25334459228716,77.25780080344627,12.428929248911864
187,"('6388', '6280')",14.953359,0.6720057424384899,685.501178938022,13.853624678044739,18.53438044456236,23.94794002178613
188,"('6388', '6287')",32.771564,1.4118343046751574,1584.9284398055404,32.03058495193364,38.93936089382257,18.820575343375644
189,"('6388', '6373')",26.558628,1.1059161963430162,1250.2201989660084,25.266304323820062,30.50192911811459,14.847533231440233
190,"('6388', '6379')",23.219158,0.4824181761442767,510.5138614280758,10.31722139430973,13.305425006614941,42.69635011478478
191,"('6388', '6388')",0.096185,0.0,0.0,0.0,0.0,100.0
192,"('6388', '6389')",7.869738,0.5731148790487101,349.9411271307949,7.072129390342431,15.80690243536188,100.85678119604337
193,"('6388', '6418')",10.55779,0.6018456688427529,521.8067744340899,10.545445331939565,16.599317373042688,57.22340918925918
194,"('6388', '6428')",27.069232,0.14533602507066726,377.34257090530366,7.625898412704552,4.008467503842442,85.19179449257207
195,"('6388', '6557')",23.209539,0.07381663406034145,289.8485950419297,5.857690362240093,2.0359135233679013,91.22811735567905
196,"('6388', '6574')",31.009544,0.0,505.2888065863497,10.2116257353619,0.0,100.0
197,"('6388', '6613')",24.167101,1.1872626603488259,1332.3891151591142,26.926895669417036,32.745520528855515,35.49627044160372
198,"('6280', '6066')",30.281469,0.4534274284605378,966.1204780427403,19.52479573749558,12.505840251590449,58.70134222487538
199,"('6280', '6080')",25.132921,1.1047786064916103,1449.7289556795065,29.298273225425753,30.47055360781118,21.237613438609785
200,"('6280', '6101')",46.603459,1.6541750491336575,2309.980275970884,46.683507979612365,45.62328525838771,2.103221011153465
201,"('6280', '6208')",39.08367,1.6443189365642144,2257.469353650653,45.62228936807119,45.35144689670405,16.03681767015239
202,"('6280', '6222')",23.344934,0.9272908659989056,1391.5389189906555,28.122282646477558,25.575319685254854,9.55404579535267
203,"('6280', '6257')",14.128421,0.4127510971784735,667.1426561857271,13.482608417726048,11.383959065969718,19.42511434243276
204,"('6280', '6274')",42.729911,2.1431027524665205,2754.6244304838538,55.66953662722487,59.10824750078531,38.32991016710825
205,"('6280', '6280')",0.120825,0.0,0.0,0.0,0.0,100.0
206,"('6280', '6287')",20.042024,0.8969393097203319,990.338770836158,20.01423492303101,24.738202893498983,23.43165986378911
207,"('6280', '6373')",13.85965,0.4127510971784735,644.6444307905565,13.027930905676243,11.383959065969718,17.862579026384378
208,"('6280', '6379')",28.776758,0.5358279441763049,1034.5276154386054,20.907268643304302,14.778503133253187,48.64430825302424
209,"('6280', '6388')",14.953359,0.6720057424384899,685.501178938022,13.853624678044739,18.53438044456236,23.94794002178613
210,"('6280', '6389')",8.720945,0.2114445066266684,391.0490737311061,7.902899753667081,5.831784881049842,33.128979932222464
211,"('6280', '6418')",5.308897,0.05822326716772475,272.91878141840016,5.5155475753043,1.6058377425409913,69.75195144036526
212,"('6280', '6428')",24.944524,0.5502555924663073,1016.7042398565117,20.547067430824,15.176427593477158,39.159281638418285
213,"('6280', '6557')",14.15504,0.7331003990930379,751.9171614137844,15.195857371602216,20.21941308350436,42.84250050515124
214,"('6280', '6574')",20.552633,0.6720057424384899,1166.0730871737069,23.565734667152245,18.53438044456236,9.819922125975982
215,"('6280', '6613')",10.943312,0.4919063972709798,660.995014118208,13.358367747578246,13.56711666934734,23.976330651518847
216,"('6257', '6066')",40.274279,0.6592257770050826,1087.608653202615,21.98000899342731,18.18190021046256,54.85480892044632
