id,city,country,latitude,longitude
0,NL,Netherlands,52.37403,4.88969
1,BE,Belgium,50.85045,4.34878
2,DK,Denmark,55.67594,12.56553
3,PL,Poland,52.41667,16.96667
4,DE,Germany,50.11667,8.68333
5,CZ,Czech Republic,50.08804,14.42076
6,LU,Luxembourg,49.61167,6.13
7,FR,France,48.85341,2.3488
8,CH,Switzerland,46.94809,7.44744
9,IT,Italy,45.46427,9.18951
10,BG,Bulgaria,42.69751,23.32415
11,RO,Romania,44.43225,26.10626
12,TR,Turkey,39.05901,34.91155
13,GR,Greece,37.97945,23.71622
14,CY,Cyprus,35.16667,33.36667
15,IL,Israel,31.5,34.75
16,MT,Malta,35.90917,14.42556
17,MK,Macedonia,42.0,21.43333
18,ME,Montenegro,42.44111,19.26361
19,HU,Hungary,47.49801,19.03991
20,SK,Slovakia,48.14816,17.10674
21,PT,Portugal,38.71667,-9.13333
22,ES,Spain,40.4165,-3.70256
23,RS,Serbia,44.80401,20.46513
24,HR,Croatia,45.81444,15.97798
25,SL,Slovenia,46.05108,14.50513
26,AT,Austria,48.20849,16.37208
27,LT,Lithuania,54.9,23.9
28,RU,Russia,55.75222,37.61556
29,IS,Iceland,64.13548,-21.89541
30,IE,Ireland,53.34399,-6.26719
31,UK,United Kingdom,51.50853,-0.12574
32,NO,Norway,62.0,10.0
33,SE,Sweden,59.33258,18.0649
34,FI,Finland,60.45148,22.26869
35,EE,Estonia,59.43696,24.75353
36,LV,Latvia,56.946,24.10589
